date,北向净流入,北向买入,北向卖出,南向净流入,南向买入,南向卖出
2018-03-14,-61.03,67.96,75.05,-30.26,77.4,21.95
2018-03-15,75.68,142.26,221.58,-30.14,-5.12,59.32
2018-03-16,74.27,154.63,144.63,-10.15,88.75,41.93
2018-03-19,-13.33,57.7,102.77,17.68,8.99,-1.57
2018-03-20,29.16,27.42,90.22,73.19,36.07,57.12
2018-03-21,-27.85,131.47,16.24,38.43,-8.1,61.64
2018-03-22,-1.67,35.02,125.7,2.13,85.63,69.35
2018-03-23,-78.92,20.87,43.67,-71.42,3.86,31.73
2018-03-26,-19.37,103.23,51.75,-38.39,75.93,60.19
2018-03-27,9.98,43.3,102.17,26.71,15.08,13.37
2018-03-28,-40.88,55.56,107.09,40.98,0.05,18.67
2018-03-29,71.95,179.07,95.19,21.83,33.75,39.45
2018-03-30,-52.45,30.07,54.24,-33.91,-1.58,77.34
2018-04-02,13.21,22.59,80.15,28.5,19.55,86.84
2018-04-03,10.79,128.48,58.49,17.06,42.41,-4.47
2018-04-04,-81.15,99.3,43.44,25.93,64.58,39.22
2018-04-05,58.34,148.7,39.43,-10.77,34.88,55.29
2018-04-06,8.37,14.34,84.66,-7.53,25.92,57.87
2018-04-09,51.53,87.74,34.03,-25.68,53.74,17.98
2018-04-10,8.6,131.29,126.21,-50.98,35.27,-27.1
2018-04-11,16.89,142.89,169.36,41.26,15.25,33.5
2018-04-12,88.13,202.68,141.92,-4.99,12.62,90.22
2018-04-13,0.07,163.4,16.45,29.86,84.5,21.27
2018-04-16,16.51,-54.27,103.66,52.39,41.91,51.3
2018-04-17,-28.35,71.67,224.4,-16.21,9.44,84.28
2018-04-18,12.99,145.3,186.33,-22.11,124.1,71.34
2018-04-19,-8.14,54.43,90.36,-17.6,11.42,80.4
2018-04-20,-1.71,127.2,94.92,23.16,-1.4,76.93
2018-04-23,63.69,126.42,115.06,-59.33,57.43,61.43
2018-04-24,-26.33,6.19,228.97,30.21,41.47,70.68
2018-04-25,1.31,-44.2,76.74,11.74,93.83,112.5
2018-04-26,-20.09,92.32,41.83,10.21,33.43,36.39
2018-04-27,121.34,51.44,155.9,-9.87,21.04,50.49
2018-04-30,-2.6,127.52,133.08,-21.06,35.69,27.58
2018-05-01,-18.94,138.9,97.61,-28.99,41.31,64.8
2018-05-02,5.83,83.65,94.48,-2.04,42.51,30.86
2018-05-03,-77.14,145.8,136.49,-56.92,96.24,27.63
2018-05-04,75.68,86.55,103.67,5.69,58.98,69.65
2018-05-07,-49.32,65.9,116.62,-7.24,78.1,49.3
2018-05-08,-45.33,39.97,131.15,-33.73,26.88,79.0
2018-05-09,29.6,131.12,118.02,-2.4,52.24,51.39
2018-05-10,-60.36,39.03,145.45,29.82,39.23,-19.7
2018-05-11,69.73,22.8,180.98,-11.41,6.01,36.1
2018-05-14,10.97,73.93,131.5,-53.97,30.19,20.25
2018-05-15,69.71,141.75,105.14,-30.37,46.79,42.26
2018-05-16,-91.51,143.52,98.45,23.45,16.04,36.02
2018-05-17,-11.4,76.05,186.72,-16.99,87.08,69.04
2018-05-18,24.4,136.3,131.13,-29.89,97.28,29.17
2018-05-21,-38.34,85.16,110.49,48.19,22.37,53.8
2018-05-22,84.48,156.38,53.62,-11.79,18.52,69.39
2018-05-23,10.39,156.09,57.67,-5.13,81.57,47.57
2018-05-24,-12.66,131.38,134.03,34.71,75.06,46.05
2018-05-25,12.26,98.56,41.49,10.27,34.69,119.79
2018-05-28,45.57,52.41,101.11,23.42,27.86,89.27
2018-05-29,0.31,40.12,120.11,2.45,31.31,27.01
2018-05-30,2.55,124.3,82.89,-0.55,34.16,64.68
2018-05-31,-14.12,165.49,46.91,-13.79,61.14,9.21
2018-06-01,27.26,112.94,142.7,11.6,29.75,-7.57
2018-06-04,3.26,164.35,67.63,-13.96,34.84,30.21
2018-06-05,-2.47,175.61,131.71,23.45,22.32,99.2
2018-06-06,60.67,208.8,34.02,13.59,74.06,48.77
2018-06-07,-13.54,99.52,90.85,-29.66,8.85,34.91
2018-06-08,-51.95,72.63,137.7,-88.71,73.01,37.17
2018-06-11,-11.17,175.88,43.42,-1.4,78.7,27.48
2018-06-12,-27.95,179.5,-40.99,38.1,41.65,64.5
2018-06-13,-42.55,189.5,236.48,-7.47,50.41,-33.93
2018-06-14,33.41,169.1,88.72,-4.02,83.33,67.52
2018-06-15,0.39,162.89,103.72,18.45,67.12,16.94
2018-06-18,5.27,118.66,-19.67,-5.32,34.35,49.82
2018-06-19,71.04,176.7,88.34,-19.86,28.66,69.76
2018-06-20,33.25,57.75,83.48,64.31,98.28,57.45
2018-06-21,12.75,42.55,119.71,-28.39,7.35,72.14
2018-06-22,-19.18,61.93,40.87,-20.93,57.72,55.94
2018-06-25,50.07,79.75,58.16,-52.03,50.82,51.03
2018-06-26,-19.65,126.9,145.77,14.97,26.35,90.47
2018-06-27,70.58,144.99,77.27,0.29,16.39,-2.42
2018-06-28,55.7,9.05,62.97,16.46,60.92,20.05
2018-06-29,-11.56,137.38,39.68,31.15,20.29,62.01
2018-07-02,32.41,68.46,112.23,3.48,52.75,96.55
2018-07-03,37.96,140.11,151.89,-0.23,52.67,37.02
2018-07-04,1.79,175.07,116.66,23.38,54.28,34.16
2018-07-05,22.74,231.19,64.36,-8.35,37.12,32.54
2018-07-06,67.46,84.62,92.04,57.16,-10.67,53.25
2018-07-09,-83.95,60.75,131.41,-24.51,61.97,100.67
2018-07-10,14.97,170.27,69.79,-24.95,26.73,22.72
2018-07-11,24.81,79.36,99.27,-29.21,145.26,40.55
2018-07-12,21.83,40.4,104.61,6.88,41.68,13.85
2018-07-13,-34.07,145.59,131.1,0.8,73.26,-11.53
2018-07-16,-14.73,131.2,88.86,23.24,4.98,73.46
2018-07-17,-7.32,139.09,101.27,12.42,38.18,43.91
2018-07-18,93.59,33.0,170.61,-52.21,22.68,63.22
2018-07-19,-34.93,47.09,104.68,14.71,13.59,22.99
2018-07-20,41.78,86.85,73.24,-5.89,-0.64,25.21
2018-07-23,57.23,44.7,154.67,-0.34,38.0,82.06
2018-07-24,0.32,215.8,106.72,4.97,-23.41,79.47
2018-07-25,100.96,76.92,47.88,14.42,43.5,52.26
2018-07-26,-8.14,30.03,159.94,32.68,88.33,37.32
2018-07-27,-38.27,160.78,47.37,3.08,44.98,27.14
2018-07-30,-20.51,18.21,66.65,17.42,71.46,91.44
2018-07-31,13.86,40.04,218.88,85.23,30.43,46.36
2018-08-01,48.54,98.11,75.4,-81.09,53.16,97.76
2018-08-02,-53.12,124.53,82.59,-20.44,129.37,1.52
2018-08-03,-47.2,222.58,87.49,31.5,43.35,39.34
2018-08-06,57.06,149.39,68.73,14.52,56.97,68.18
2018-08-07,32.55,120.32,90.01,-5.2,45.19,22.71
2018-08-08,-30.73,65.1,53.52,68.43,37.4,60.14
2018-08-09,-61.19,153.29,92.67,0.94,30.15,45.69
2018-08-10,-87.48,85.28,45.55,-29.47,85.09,20.08
2018-08-13,-48.69,183.79,167.0,-10.5,4.51,69.84
2018-08-14,40.62,130.3,121.37,-6.51,75.09,18.72
2018-08-15,-29.47,49.39,73.58,-30.96,41.05,75.54
2018-08-16,62.86,147.45,82.8,-48.7,10.84,95.25
2018-08-17,7.24,11.82,76.24,-28.89,47.86,70.75
2018-08-20,-62.66,48.51,29.66,21.05,66.95,39.06
2018-08-21,51.93,160.69,83.74,38.25,47.46,40.79
2018-08-22,7.83,150.17,166.23,-2.57,93.72,68.48
2018-08-23,2.84,143.26,173.57,-19.97,63.44,59.61
2018-08-24,41.75,95.28,191.84,51.1,47.74,18.09
2018-08-27,-24.75,79.55,184.87,14.57,53.45,20.66
2018-08-28,159.36,66.33,16.91,46.71,65.12,44.33
2018-08-29,-26.56,120.23,62.2,0.35,58.04,38.95
2018-08-30,-2.24,77.94,150.63,-20.84,95.3,63.33
2018-08-31,4.02,145.95,15.65,10.25,48.61,21.47
2018-09-03,99.28,13.36,124.73,11.65,69.88,69.13
2018-09-04,23.27,137.47,99.58,43.89,102.95,87.36
2018-09-05,-43.71,107.6,98.74,1.49,63.67,34.42
2018-09-06,56.83,20.91,92.15,-1.93,11.96,87.87
2018-09-07,-5.77,126.91,104.62,-6.56,30.62,73.96
2018-09-10,-0.61,40.85,158.27,-14.44,98.38,-2.04
2018-09-11,-31.34,97.85,102.17,15.26,106.24,60.36
2018-09-12,69.06,86.54,50.43,-29.6,96.12,60.69
2018-09-13,28.28,36.89,40.91,-38.04,52.98,18.91
2018-09-14,-24.19,179.42,91.08,17.37,33.51,19.19
2018-09-17,-11.38,108.87,69.78,15.13,48.11,10.93
2018-09-18,53.13,-46.76,185.19,-48.86,52.69,80.88
2018-09-19,-65.18,112.89,49.5,15.86,40.29,35.17
2018-09-20,55.95,162.16,98.91,-64.39,42.68,75.8
2018-09-21,-92.52,96.83,145.94,-14.66,13.47,50.02
2018-09-24,27.07,83.3,147.9,11.52,57.92,77.02
2018-09-25,-14.98,78.73,83.76,-50.04,48.21,-15.64
2018-09-26,27.0,128.28,174.82,1.03,86.16,74.36
2018-09-27,-3.2,93.5,12.47,-12.13,52.34,11.22
2018-09-28,104.63,49.98,142.6,-17.87,61.08,19.47
2018-10-01,-11.6,99.98,178.4,22.42,64.84,82.99
2018-10-02,-26.55,37.18,127.72,-34.12,62.85,86.83
2018-10-03,4.43,233.17,65.6,-11.49,25.77,67.12
2018-10-04,-47.74,111.23,50.12,-4.96,-1.42,67.16
2018-10-05,-80.54,40.05,12.75,-26.48,18.64,92.5
2018-10-08,-25.49,189.56,106.04,-4.02,95.78,20.43
2018-10-09,-9.28,51.28,75.76,16.83,40.73,37.12
2018-10-10,-57.62,-15.84,159.67,17.27,45.92,82.93
2018-10-11,19.13,150.11,1.02,37.52,70.69,27.94
2018-10-12,-25.3,222.77,119.91,-24.24,22.33,95.95
2018-10-15,54.86,70.8,30.92,31.51,4.65,-6.54
2018-10-16,27.79,90.85,106.88,19.34,68.03,68.73
2018-10-17,-122.9,135.2,96.39,38.81,70.25,45.29
2018-10-18,2.99,-29.62,98.41,83.07,17.81,45.93
2018-10-19,3.17,31.33,74.99,-28.82,78.37,123.78
2018-10-22,-79.36,43.29,44.59,-19.9,65.17,53.74
2018-10-23,32.83,84.03,109.49,-34.52,40.62,36.15
2018-10-24,-75.39,158.56,132.23,53.57,11.15,46.69
2018-10-25,-22.41,127.9,117.89,44.24,47.44,53.8
2018-10-26,-23.53,143.66,48.51,-0.35,91.28,1.64
2018-10-29,76.31,206.94,166.12,2.35,40.01,66.67
2018-10-30,-51.46,62.26,165.49,30.18,93.6,59.72
2018-10-31,29.16,115.72,136.42,9.19,80.19,-29.89
2018-11-01,-7.92,119.23,133.11,-21.09,22.79,53.9
2018-11-02,-6.57,193.62,152.67,8.5,34.47,53.31
2018-11-05,-76.69,140.76,34.72,-55.65,39.45,100.23
2018-11-06,153.48,66.42,127.06,-3.83,70.58,18.26
2018-11-07,-90.59,90.14,31.3,-15.39,12.35,61.67
2018-11-08,-27.71,81.15,188.08,-40.3,-16.14,106.89
2018-11-09,58.24,102.07,50.41,13.23,58.03,28.14
2018-11-12,-17.2,134.34,73.63,11.35,58.09,140.75
2018-11-13,12.62,146.02,174.26,8.42,40.51,75.24
2018-11-14,-38.86,74.4,44.5,-1.19,117.9,43.03
2018-11-15,30.59,78.42,189.26,-17.11,54.72,73.5
2018-11-16,26.86,46.84,191.28,-3.97,71.42,67.24
2018-11-19,27.43,122.39,101.11,-16.4,26.97,34.64
2018-11-20,-31.95,42.17,139.31,-5.95,44.76,37.62
2018-11-21,-30.34,138.35,64.7,-11.51,66.87,34.01
2018-11-22,-25.98,81.6,127.78,-5.75,76.04,11.84
2018-11-23,-137.65,63.73,105.85,-60.78,48.81,67.26
2018-11-26,-27.61,89.08,25.71,-35.05,40.49,26.02
2018-11-27,75.18,128.39,192.26,25.79,32.83,30.07
2018-11-28,-66.32,43.18,-37.14,25.71,37.09,23.18
2018-11-29,41.12,110.9,170.8,12.72,48.55,67.82
2018-11-30,-6.82,90.04,112.03,19.97,44.93,14.5
2018-12-03,-12.58,155.93,60.71,58.7,80.56,24.44
2018-12-04,-80.41,225.96,111.33,-5.33,67.84,29.45
2018-12-05,57.81,16.9,192.37,-22.19,42.26,46.75
2018-12-06,-43.38,77.57,81.89,34.72,48.09,48.06
2018-12-07,2.22,70.79,215.93,31.56,94.1,11.72
2018-12-10,28.59,90.51,173.71,-49.15,-6.86,68.22
2018-12-11,53.98,23.73,106.19,23.22,25.53,65.85
2018-12-12,11.31,105.79,68.49,6.24,54.95,49.77
2018-12-13,3.7,121.69,124.92,-13.47,20.92,37.52
2018-12-14,-12.9,248.93,74.69,10.44,9.43,71.32
2018-12-17,62.84,61.07,69.54,10.93,85.86,26.29
2018-12-18,-72.27,124.72,101.73,68.3,-26.65,116.84
2018-12-19,-16.91,105.34,124.42,1.86,71.97,41.94
2018-12-20,-20.85,60.36,180.28,50.46,32.84,74.7
2018-12-21,14.4,26.76,67.11,27.16,28.79,49.56
2018-12-24,7.97,65.28,183.91,66.88,14.15,47.09
2018-12-25,23.41,178.94,-8.41,-43.99,67.86,66.28
2018-12-26,-41.04,141.0,76.35,10.5,40.13,71.65
2018-12-27,-28.82,72.92,92.63,-16.7,30.41,41.04
2018-12-28,39.15,110.34,205.89,10.0,34.81,78.19
2018-12-31,92.38,120.84,161.96,-60.72,57.48,41.44
2019-01-01,-10.52,144.2,59.47,-17.09,98.12,62.06
2019-01-02,-35.01,59.29,50.05,7.48,34.12,110.35
2019-01-03,35.11,117.04,32.03,12.05,25.36,51.56
2019-01-04,0.29,62.67,107.86,-26.36,-47.55,77.22
2019-01-07,-84.96,66.01,37.13,7.83,10.6,26.31
2019-01-08,61.38,170.89,74.32,23.77,44.51,23.47
2019-01-09,-10.01,84.68,134.61,-31.33,86.22,30.62
2019-01-10,37.92,52.15,87.68,19.48,44.78,39.79
2019-01-11,-38.13,40.71,134.49,23.39,92.64,75.13
2019-01-14,-83.66,24.69,125.87,18.95,92.95,67.24
2019-01-15,4.95,137.78,96.21,-10.24,30.45,42.93
2019-01-16,9.82,70.64,173.17,-2.17,62.53,-55.93
2019-01-17,26.07,87.98,51.29,18.11,-0.35,89.4
2019-01-18,19.98,70.12,58.96,9.28,72.46,65.86
2019-01-21,90.24,102.85,93.8,0.08,53.1,20.06
2019-01-22,54.86,137.5,100.59,-43.38,82.59,75.55
2019-01-23,25.24,122.52,57.31,38.89,36.37,5.71
2019-01-24,-18.72,151.38,94.51,-5.65,40.2,19.46
2019-01-25,-58.78,132.7,113.98,27.93,-21.62,86.96
2019-01-28,30.97,70.44,148.78,20.9,49.25,90.4
2019-01-29,-1.02,143.36,191.52,-34.67,20.91,73.6
2019-01-30,11.36,7.19,181.59,0.42,58.06,57.57
2019-01-31,-26.85,88.63,158.45,-29.67,92.35,40.79
2019-02-01,9.33,106.79,124.32,-2.61,74.51,40.04
2019-02-04,14.71,131.38,116.33,13.31,34.56,120.8
2019-02-05,6.71,81.63,123.37,22.93,57.8,33.3
2019-02-06,-4.25,153.38,51.17,-23.34,76.5,56.32
2019-02-07,-26.9,99.67,40.8,-0.83,90.99,56.41
2019-02-08,34.79,68.21,238.96,35.62,46.49,88.09
2019-02-11,28.83,173.29,98.05,-3.0,15.6,88.99
2019-02-12,-57.71,141.1,37.85,19.86,-43.4,-5.22
2019-02-13,-37.62,84.7,116.39,10.18,79.68,36.88
2019-02-14,-36.59,126.75,100.83,-14.86,59.06,78.29
2019-02-15,-30.93,41.28,173.87,-29.47,41.57,72.1
2019-02-18,-32.76,100.81,4.96,-22.14,55.89,58.98
2019-02-19,-51.43,16.81,149.4,41.61,59.1,79.2
2019-02-20,-88.42,114.58,169.75,30.07,44.11,142.94
2019-02-21,60.1,124.91,101.85,30.82,77.01,57.66
2019-02-22,-36.12,120.24,66.73,-29.67,41.09,28.69
2019-02-25,-10.67,157.4,45.74,37.6,105.72,68.66
2019-02-26,62.1,-2.97,120.28,56.09,119.49,51.3
2019-02-27,27.58,185.96,89.84,55.47,10.52,26.43
2019-02-28,65.91,161.1,120.23,34.25,51.16,31.04
2019-03-01,-37.76,106.48,149.39,-10.62,36.5,63.53
2019-03-04,5.64,58.41,107.92,9.38,11.44,73.21
2019-03-05,54.19,55.37,98.98,7.96,38.85,36.65
2019-03-06,-4.85,99.98,96.27,-31.6,112.76,19.91
2019-03-07,-35.27,68.74,156.03,47.34,7.73,38.12
2019-03-08,22.26,78.16,90.58,-8.91,68.56,34.1
2019-03-11,66.23,162.67,9.18,-16.71,39.48,60.1
2019-03-12,-79.06,80.83,134.07,-30.46,64.37,60.75
2019-03-13,46.62,79.29,107.9,60.6,0.4,33.28
2019-03-14,30.06,70.36,142.85,54.23,57.68,2.47
2019-03-15,-53.5,123.95,142.59,-29.19,48.72,65.19
2019-03-18,-25.65,76.67,15.59,-25.34,38.48,91.05
2019-03-19,23.44,101.25,136.59,29.56,39.47,115.68
2019-03-20,-100.87,44.16,96.46,-29.96,45.58,79.26
2019-03-21,-9.95,74.05,138.32,46.34,52.75,0.11
2019-03-22,8.84,111.87,87.44,-61.08,63.3,26.48
2019-03-25,-19.25,138.22,114.58,-5.59,-33.63,56.4
2019-03-26,-15.7,95.23,178.86,32.95,-6.45,77.86
2019-03-27,-111.32,57.58,117.67,23.73,53.3,91.03
2019-03-28,-79.29,39.96,92.11,-1.78,31.03,59.91
2019-03-29,-21.75,119.36,3.99,-4.38,89.52,46.44
2019-04-01,124.8,18.44,116.44,21.46,37.22,54.61
2019-04-02,2.14,130.27,138.17,-3.26,62.84,109.57
2019-04-03,20.6,152.58,101.66,-33.97,82.79,101.03
2019-04-04,4.01,99.9,98.99,-41.13,109.82,-3.08
2019-04-05,34.51,143.85,170.78,52.07,2.43,76.4
2019-04-08,-57.33,1.53,86.43,-3.76,31.83,74.81
2019-04-09,114.04,94.99,113.86,7.23,5.78,24.7
2019-04-10,-28.62,88.05,-6.91,1.98,11.76,40.77
2019-04-11,-78.67,68.24,119.5,39.64,52.08,100.34
2019-04-12,-18.18,111.02,61.0,-15.25,106.21,91.58
2019-04-15,11.0,142.89,126.52,-14.83,53.83,-0.59
2019-04-16,10.09,17.76,2.57,11.31,60.12,83.31
2019-04-17,-67.87,80.73,133.76,51.15,21.27,119.19
2019-04-18,20.88,92.15,83.69,-3.87,57.83,68.74
2019-04-19,-17.28,11.58,133.06,-41.55,15.97,90.18
2019-04-22,83.7,66.53,171.98,-29.23,38.07,73.51
2019-04-23,-10.46,85.72,107.2,14.48,17.8,95.43
2019-04-24,84.32,91.57,29.53,12.05,10.36,140.1
2019-04-25,-74.03,101.59,142.59,-10.97,70.78,103.45
2019-04-26,11.62,85.95,108.22,-1.06,-3.29,68.46
2019-04-29,92.44,95.99,67.81,8.72,38.35,58.5
2019-04-30,60.34,164.38,74.35,5.93,40.48,42.75
2019-05-01,43.42,90.95,51.04,27.06,-5.81,111.29
2019-05-02,11.66,208.6,75.52,-34.8,31.43,-0.98
2019-05-03,34.6,79.18,170.9,10.26,85.51,64.97
2019-05-06,54.11,89.17,141.63,3.3,118.34,24.76
2019-05-07,-67.22,51.67,78.78,8.2,48.1,70.34
2019-05-08,41.88,71.5,123.87,-10.42,88.73,55.98
2019-05-09,42.83,45.68,27.68,-8.96,102.66,21.82
2019-05-10,-33.77,156.27,88.08,-9.44,58.45,48.5
2019-05-13,40.24,227.18,78.78,56.72,56.41,-0.21
2019-05-14,-41.4,128.32,115.84,23.26,110.89,74.09
2019-05-15,-24.41,-2.99,99.66,-0.97,-7.13,74.82
2019-05-16,36.82,104.35,73.9,-61.37,51.85,57.03
2019-05-17,-124.09,145.22,111.37,-14.74,43.88,94.32
2019-05-20,-35.91,218.82,126.56,13.91,75.07,60.69
2019-05-21,-68.07,72.32,81.06,21.52,72.05,-21.72
2019-05-22,-31.59,69.01,137.73,-10.93,29.04,52.32
2019-05-23,-63.64,153.66,66.38,-10.58,19.56,64.27
2019-05-24,-30.7,146.08,142.79,67.75,74.59,83.8
2019-05-27,-2.09,58.92,70.42,9.56,64.52,10.17
2019-05-28,23.57,157.61,29.86,44.35,29.8,-14.65
2019-05-29,23.74,126.37,7.85,-6.97,55.05,40.85
2019-05-30,67.31,69.46,57.55,-2.62,22.46,40.33
2019-05-31,55.76,185.33,147.53,2.14,65.06,65.43
2019-06-03,52.45,177.17,64.04,-7.71,56.7,73.11
2019-06-04,-21.12,103.34,85.22,-21.62,69.45,30.07
2019-06-05,1.36,73.71,92.51,-28.8,4.81,69.39
2019-06-06,35.9,136.23,80.06,40.28,96.96,72.68
2019-06-07,-80.75,89.06,45.75,6.89,7.91,66.96
2019-06-10,-27.21,65.0,135.03,-17.71,37.02,53.27
2019-06-11,-9.61,42.53,104.44,7.81,21.77,58.98
2019-06-12,-20.45,23.16,86.31,7.17,20.76,24.5
2019-06-13,1.31,124.9,-9.19,-11.61,18.62,21.79
2019-06-14,-1.34,164.45,58.82,46.63,101.97,39.42
2019-06-17,83.65,51.63,104.62,-4.52,58.11,61.52
2019-06-18,-21.6,101.92,106.38,15.23,27.41,19.25
2019-06-19,-83.27,142.47,92.93,-8.34,44.58,-15.08
2019-06-20,-69.46,176.39,88.96,38.89,98.98,67.84
2019-06-21,-55.5,37.43,74.57,42.76,98.78,105.08
2019-06-24,3.06,53.92,57.52,-30.5,59.79,57.8
2019-06-25,43.61,43.29,178.71,-9.72,9.41,58.4
2019-06-26,21.91,44.38,2.62,20.21,60.36,20.86
2019-06-27,-46.13,155.76,98.28,-46.53,65.13,10.36
2019-06-28,25.72,86.87,75.32,10.51,72.29,25.37
2019-07-01,89.61,52.0,65.24,7.65,115.79,85.08
2019-07-02,-18.04,168.18,59.63,29.29,57.13,20.24
2019-07-03,-10.93,159.55,110.71,-1.74,65.27,46.25
2019-07-04,40.89,88.82,170.92,-9.85,34.41,70.79
2019-07-05,24.54,213.07,105.75,25.66,17.4,30.65
2019-07-08,-55.57,37.87,119.95,-32.5,18.47,59.75
2019-07-09,-136.76,86.87,161.3,-10.3,54.74,30.84
2019-07-10,-75.68,73.89,101.79,45.31,16.3,-9.06
2019-07-11,62.3,49.71,43.55,13.81,98.19,55.59
2019-07-12,-73.66,73.5,41.96,-21.76,62.74,41.44
2019-07-15,1.7,95.94,153.89,16.25,49.6,80.29
2019-07-16,-6.85,81.72,122.17,10.31,49.69,27.04
2019-07-17,-35.36,35.28,145.34,26.15,45.53,50.16
2019-07-18,-68.46,136.98,96.4,-57.92,41.96,24.01
2019-07-19,-27.41,116.88,81.26,41.32,66.18,90.04
2019-07-22,-32.74,78.3,135.97,37.29,52.25,19.71
2019-07-23,61.05,115.65,8.99,13.35,72.48,65.73
2019-07-24,4.85,50.58,161.59,-55.53,68.61,9.33
2019-07-25,129.02,72.24,130.41,-29.92,66.7,56.67
2019-07-26,58.57,209.33,23.55,32.1,55.15,11.16
2019-07-29,17.37,82.87,92.59,-47.05,49.56,57.73
2019-07-30,-79.58,56.79,53.04,9.97,64.32,76.47
2019-07-31,-5.82,96.83,142.38,60.69,49.57,96.26
2019-08-01,-35.57,111.51,144.62,-25.44,12.63,59.35
2019-08-02,4.99,88.21,91.84,-3.99,60.14,70.29
2019-08-05,-36.12,41.34,29.42,-40.05,29.8,47.08
2019-08-06,-32.92,222.45,108.38,21.9,58.42,28.11
2019-08-07,90.42,150.63,84.57,-19.1,23.18,60.77
2019-08-08,-6.64,116.66,122.6,-65.39,10.45,38.59
2019-08-09,7.22,59.36,123.91,-8.81,26.59,49.83
2019-08-12,-24.7,154.2,89.75,8.24,-9.49,74.91
2019-08-13,7.77,107.5,107.61,47.71,41.01,41.74
2019-08-14,89.99,164.3,72.01,-7.65,36.53,76.83
2019-08-15,-60.44,99.45,106.82,15.11,65.34,40.38
2019-08-16,0.98,82.51,24.83,-19.16,58.82,46.46
2019-08-19,-21.41,104.79,44.34,-13.58,100.19,-4.18
2019-08-20,35.28,96.98,46.71,13.11,65.45,38.3
2019-08-21,-71.92,47.06,172.74,58.59,50.35,52.52
2019-08-22,73.15,79.53,30.97,7.32,62.7,70.02
2019-08-23,29.63,-17.49,163.02,-13.0,49.36,35.57
2019-08-26,13.49,128.52,141.66,7.95,34.46,22.17
2019-08-27,-51.24,46.94,105.58,6.58,105.72,61.62
2019-08-28,5.69,5.72,91.98,4.3,53.75,111.12
2019-08-29,88.15,47.22,56.06,-16.35,23.34,67.58
2019-08-30,34.87,92.84,41.21,-87.23,30.64,-7.61
2019-09-02,-41.22,115.66,39.44,57.49,112.85,39.86
2019-09-03,-47.54,30.36,69.11,8.94,53.02,41.18
2019-09-04,-65.87,93.9,153.79,-0.24,34.62,-5.01
2019-09-05,62.91,87.56,106.0,15.31,51.74,149.63
2019-09-06,-42.44,48.97,97.87,-9.95,70.63,16.42
2019-09-09,-29.81,132.68,160.27,32.06,37.23,83.66
2019-09-10,12.36,163.29,104.2,36.48,42.67,75.21
2019-09-11,-95.32,103.32,110.52,-27.27,78.41,65.19
2019-09-12,-8.1,36.41,186.64,-50.99,77.83,43.44
2019-09-13,46.39,85.41,133.86,-34.72,20.12,73.55
2019-09-16,74.02,148.84,131.95,17.69,38.92,75.17
2019-09-17,28.76,46.58,82.95,-7.14,56.66,22.09
2019-09-18,-35.86,115.94,87.25,-3.03,57.02,97.5
2019-09-19,27.25,69.53,9.09,45.01,18.75,72.72
2019-09-20,-3.78,129.64,84.01,2.54,48.98,61.86
2019-09-23,-0.1,137.34,78.65,-38.21,35.88,35.35
2019-09-24,34.64,104.45,123.51,36.23,52.86,54.68
2019-09-25,-77.24,132.4,127.63,0.3,116.9,21.43
2019-09-26,-64.57,102.28,94.36,-12.57,51.58,102.29
2019-09-27,97.98,64.04,87.4,-9.95,28.98,25.8
2019-09-30,-54.09,120.06,44.94,20.2,61.19,89.4
2019-10-01,-0.19,120.15,63.47,9.96,74.89,103.89
2019-10-02,-85.22,129.75,93.35,17.14,47.56,33.44
2019-10-03,5.03,92.36,78.89,-6.07,73.21,45.31
2019-10-04,20.55,83.23,83.81,-18.39,48.73,46.94
2019-10-07,-76.66,42.26,112.51,29.61,47.09,81.19
2019-10-08,67.22,18.24,63.8,-38.87,28.33,-3.63
2019-10-09,-12.66,63.58,101.11,-4.18,44.36,57.45
2019-10-10,103.28,0.58,63.96,-6.11,51.51,61.91
2019-10-11,-48.8,200.09,110.47,-9.07,97.86,38.95
2019-10-14,19.06,134.58,-28.17,-81.86,84.86,10.04
2019-10-15,78.1,68.12,19.84,-30.81,50.55,46.57
2019-10-16,64.93,44.9,117.72,44.62,63.07,-31.64
2019-10-17,74.27,67.35,52.28,-7.9,100.17,54.06
2019-10-18,47.67,129.44,163.72,-1.24,82.71,68.67
2019-10-21,7.4,107.85,63.25,23.03,44.66,36.21
2019-10-22,44.37,-17.03,67.14,19.03,45.8,61.89
2019-10-23,24.49,84.44,121.5,25.35,33.77,31.36
2019-10-24,-26.93,109.0,167.53,10.98,76.2,67.37
2019-10-25,32.51,115.06,56.79,8.06,62.12,65.32
2019-10-28,55.7,87.73,108.03,-35.19,14.67,86.96
2019-10-29,42.26,202.71,147.3,-7.86,130.52,42.47
2019-10-30,-133.46,163.36,31.71,-4.14,62.12,67.13
2019-10-31,0.68,54.76,149.81,1.49,18.65,77.43
2019-11-01,1.42,136.87,42.2,-5.25,39.89,53.92
2019-11-04,15.14,127.88,0.92,8.48,90.56,28.99
2019-11-05,39.26,105.17,74.83,23.04,30.22,53.33
2019-11-06,55.46,66.96,125.66,-31.36,52.66,52.54
2019-11-07,55.41,2.55,138.8,29.56,44.29,78.61
2019-11-08,19.1,36.78,121.99,20.95,59.38,108.86
2019-11-11,68.69,171.46,76.72,-21.72,32.19,-19.18
