date,HIBOR_Overnight
2008-12-29,3.9736
2008-12-30,3.7613
2008-12-31,0.7914
2009-01-01,2.5629
2009-01-02,-0.8491
2009-01-05,1.489
2009-01-06,1.8339
2009-01-07,2.8872
2009-01-08,2.4861
2009-01-09,3.4481
2009-01-12,3.3075
2009-01-13,1.4405
2009-01-14,0.8241
2009-01-15,3.6783
2009-01-16,0.6117
2009-01-19,5.1018
2009-01-20,3.8036
2009-01-21,1.6387
2009-01-22,6.3819
2009-01-23,3.835
2009-01-26,3.6233
2009-01-27,3.155
2009-01-28,2.0305
2009-01-29,1.8095
2009-01-30,-0.4164
2009-02-02,3.4312
2009-02-03,3.7209
2009-02-04,2.8398
2009-02-05,4.5882
2009-02-06,4.6168
2009-02-09,1.7923
2009-02-10,2.3011
2009-02-11,2.0762
2009-02-12,1.1659
2009-02-13,3.0605
2009-02-16,4.8506
2009-02-17,5.0435
2009-02-18,1.2266
2009-02-19,0.5775
2009-02-20,5.0225
2009-02-23,3.2936
2009-02-24,0.4611
2009-02-25,3.5741
2009-02-26,5.0192
2009-02-27,2.1465
2009-03-02,3.9008
2009-03-03,1.1182
2009-03-04,1.7951
2009-03-05,0.2182
2009-03-06,4.6597
2009-03-09,3.4632
2009-03-10,5.7316
2009-03-11,4.1812
2009-03-12,4.1463
2009-03-13,2.5474
2009-03-16,4.5028
2009-03-17,0.5405
2009-03-18,2.4006
2009-03-19,3.8116
2009-03-20,2.6361
2009-03-23,1.4116
2009-03-24,2.9914
2009-03-25,6.6672
2009-03-26,0.7726
2009-03-27,1.6821
2009-03-30,5.0402
2009-03-31,1.1759
2009-04-01,1.1536
2009-04-02,2.9416
2009-04-03,2.3303
2009-04-06,4.5365
2009-04-07,4.1266
2009-04-08,1.3101
2009-04-09,1.3912
2009-04-10,3.187
2009-04-13,3.0207
2009-04-14,1.653
2009-04-15,1.1739
2009-04-16,4.6451
2009-04-17,1.5589
2009-04-20,2.3733
2009-04-21,4.0482
2009-04-22,0.3121
2009-04-23,3.6521
2009-04-24,-0.7704
2009-04-27,2.283
2009-04-28,2.3298
2009-04-29,3.4975
2009-04-30,3.9786
2009-05-01,2.3998
2009-05-04,0.6225
2009-05-05,1.1466
2009-05-06,4.7159
2009-05-07,3.5395
2009-05-08,0.5969
2009-05-11,1.6641
2009-05-12,4.872
2009-05-13,3.151
2009-05-14,3.3676
2009-05-15,3.5079
2009-05-18,4.3589
2009-05-19,2.5805
2009-05-20,0.7904
2009-05-21,3.9702
2009-05-22,1.4893
2009-05-25,3.6924
2009-05-26,5.1227
2009-05-27,3.9972
2009-05-28,3.0477
2009-05-29,3.7153
2009-06-01,0.6974
2009-06-02,3.9187
2009-06-03,6.3948
2009-06-04,4.2045
2009-06-05,3.0445
2009-06-08,3.6506
2009-06-09,1.501
2009-06-10,3.3832
2009-06-11,3.0159
2009-06-12,4.745
2009-06-15,1.9318
2009-06-16,4.3719
2009-06-17,2.0405
2009-06-18,3.4233
2009-06-19,4.513
2009-06-22,2.4412
2009-06-23,2.3543
2009-06-24,3.5083
2009-06-25,3.9464
2009-06-26,1.9392
2009-06-29,0.9921
2009-06-30,3.4989
2009-07-01,4.2867
2009-07-02,2.2684
2009-07-03,3.9484
2009-07-06,3.6185
2009-07-07,1.7083
2009-07-08,2.0896
2009-07-09,3.2345
2009-07-10,0.6618
2009-07-13,4.3069
2009-07-14,0.8655
2009-07-15,1.9679
2009-07-16,2.9126
2009-07-17,0.6137
2009-07-20,4.1533
2009-07-21,1.899
2009-07-22,3.0682
2009-07-23,4.6652
2009-07-24,2.9197
2009-07-27,2.0026
2009-07-28,1.6553
2009-07-29,2.9677
2009-07-30,4.5749
2009-07-31,4.964
2009-08-03,2.8939
2009-08-04,2.9984
2009-08-05,0.7907
2009-08-06,0.9273
2009-08-07,2.3658
2009-08-10,3.1181
2009-08-11,3.9896
2009-08-12,2.8013
2009-08-13,1.9324
2009-08-14,0.2877
2009-08-17,2.7985
2009-08-18,1.2934
2009-08-19,3.9784
2009-08-20,5.3623
2009-08-21,4.2691
2009-08-24,5.4895
2009-08-25,3.0613
2009-08-26,2.3141
2009-08-27,3.5578
2009-08-28,3.5879
2009-08-31,3.7652
2009-09-01,0.7662
2009-09-02,2.8836
2009-09-03,-0.1661
2009-09-04,1.8938
2009-09-07,2.8415
2009-09-08,5.0524
2009-09-09,4.5172
2009-09-10,2.6247
2009-09-11,2.301
2009-09-14,5.8076
2009-09-15,4.0427
2009-09-16,1.2418
2009-09-17,4.3272
2009-09-18,2.2486
2009-09-21,2.7855
2009-09-22,4.0334
2009-09-23,3.0657
2009-09-24,3.1748
2009-09-25,3.6426
2009-09-28,1.3199
2009-09-29,1.4882
2009-09-30,2.9709
2009-10-01,4.3512
2009-10-02,2.8506
2009-10-05,6.1709
2009-10-06,0.7556
2009-10-07,2.8008
2009-10-08,3.0601
2009-10-09,4.0644
2009-10-12,3.7006
2009-10-13,3.3112
2009-10-14,0.8343
2009-10-15,2.5784
2009-10-16,2.9008
2009-10-19,1.2308
2009-10-20,2.5762
2009-10-21,1.5144
2009-10-22,3.9184
2009-10-23,4.2636
2009-10-26,3.4184
2009-10-27,0.7454
2009-10-28,3.133
2009-10-29,2.8474
2009-10-30,4.2752
2009-11-02,1.8811
2009-11-03,4.2069
2009-11-04,4.3901
2009-11-05,3.273
2009-11-06,1.528
2009-11-09,1.3638
2009-11-10,4.093
2009-11-11,5.0218
2009-11-12,3.8614
2009-11-13,4.2267
2009-11-16,-0.0055
2009-11-17,3.7148
2009-11-18,3.27
2009-11-19,0.628
2009-11-20,3.7745
2009-11-23,0.7918
2009-11-24,3.1599
2009-11-25,3.1644
2009-11-26,1.8039
2009-11-27,3.6747
2009-11-30,4.1735
2009-12-01,3.3593
2009-12-02,0.7235
2009-12-03,2.9636
2009-12-04,1.2983
2009-12-07,2.5956
2009-12-08,5.4592
2009-12-09,3.9231
2009-12-10,2.6772
2009-12-11,4.0394
2009-12-14,3.9667
2009-12-15,2.3704
2009-12-16,1.7266
2009-12-17,7.4949
2009-12-18,1.3116
2009-12-21,2.5928
2009-12-22,3.0938
2009-12-23,5.1916
2009-12-24,1.4986
2009-12-25,4.1206
2009-12-28,0.9963
2009-12-29,4.3226
2009-12-30,3.935
2009-12-31,3.3582
2010-01-01,4.3117
2010-01-04,-0.3498
2010-01-05,3.7591
2010-01-06,1.8883
2010-01-07,3.1095
2010-01-08,2.7592
2010-01-11,4.0131
2010-01-12,3.3862
2010-01-13,2.3545
2010-01-14,1.7718
2010-01-15,4.9039
2010-01-18,2.8926
2010-01-19,2.3254
2010-01-20,1.7929
2010-01-21,2.3858
2010-01-22,2.0297
2010-01-25,1.0665
2010-01-26,2.1638
2010-01-27,2.2122
2010-01-28,2.0449
2010-01-29,1.6065
2010-02-01,0.9975
2010-02-02,5.8453
2010-02-03,3.4044
2010-02-04,2.1249
2010-02-05,1.3816
2010-02-08,4.7884
2010-02-09,0.3164
2010-02-10,5.0027
2010-02-11,4.5665
2010-02-12,4.6377
2010-02-15,2.3852
2010-02-16,4.651
2010-02-17,4.4922
2010-02-18,4.6334
2010-02-19,3.7636
2010-02-22,4.1073
2010-02-23,1.9151
2010-02-24,3.5018
2010-02-25,6.496
2010-02-26,3.2094
2010-03-01,5.7982
2010-03-02,4.8633
2010-03-03,1.6065
2010-03-04,6.2419
2010-03-05,1.3733
2010-03-08,3.9149
2010-03-09,2.7075
2010-03-10,2.0867
2010-03-11,3.9481
2010-03-12,7.501
2010-03-15,1.9543
2010-03-16,2.5597
2010-03-17,0.4136
2010-03-18,5.6229
2010-03-19,4.46
2010-03-22,1.9197
2010-03-23,3.3558
2010-03-24,4.4431
2010-03-25,3.0061
2010-03-26,2.5924
2010-03-29,2.0291
2010-03-30,0.1975
2010-03-31,2.6554
2010-04-01,5.1877
2010-04-02,4.2107
2010-04-05,3.4168
2010-04-06,5.12
2010-04-07,3.575
2010-04-08,5.1667
2010-04-09,6.5645
2010-04-12,1.0693
2010-04-13,2.2168
2010-04-14,-0.2396
2010-04-15,2.7069
2010-04-16,3.2557
2010-04-19,0.6647
2010-04-20,3.1942
2010-04-21,1.3564
2010-04-22,5.3972
2010-04-23,1.1154
2010-04-26,3.4939
2010-04-27,3.5738
2010-04-28,3.9574
2010-04-29,5.3706
2010-04-30,4.6575
2010-05-03,3.5306
2010-05-04,2.6167
2010-05-05,1.6952
2010-05-06,2.5609
2010-05-07,0.0468
2010-05-10,5.7202
2010-05-11,0.6117
2010-05-12,3.162
2010-05-13,4.0664
2010-05-14,2.8097
2010-05-17,2.345
2010-05-18,3.0089
2010-05-19,3.4123
2010-05-20,1.2715
2010-05-21,1.5576
2010-05-24,3.6089
2010-05-25,3.559
2010-05-26,2.8562
2010-05-27,1.1751
2010-05-28,3.1695
2010-05-31,2.0094
2010-06-01,1.2583
2010-06-02,2.7448
2010-06-03,5.75
2010-06-04,5.8742
2010-06-07,4.6825
2010-06-08,2.9525
2010-06-09,4.0738
2010-06-10,4.2815
2010-06-11,4.323
2010-06-14,4.854
2010-06-15,6.7505
2010-06-16,2.1494
2010-06-17,0.4721
2010-06-18,3.076
2010-06-21,3.4908
2010-06-22,3.9991
2010-06-23,0.9423
2010-06-24,4.55
2010-06-25,2.5148
2010-06-28,3.7383
2010-06-29,5.7413
2010-06-30,4.8956
2010-07-01,3.3974
2010-07-02,3.1911
2010-07-05,2.7939
2010-07-06,2.6411
2010-07-07,-0.1735
2010-07-08,1.4909
2010-07-09,4.9279
2010-07-12,1.9789
2010-07-13,1.4156
2010-07-14,1.5197
2010-07-15,4.0664
2010-07-16,4.5092
2010-07-19,2.193
2010-07-20,2.0491
2010-07-21,1.7575
2010-07-22,4.772
2010-07-23,1.064
2010-07-26,2.3855
2010-07-27,4.9144
2010-07-28,3.0932
2010-07-29,4.7476
2010-07-30,3.0918
2010-08-02,4.0532
2010-08-03,2.5698
2010-08-04,2.5944
2010-08-05,1.0355
2010-08-06,5.4842
2010-08-09,1.6242
2010-08-10,1.7766
2010-08-11,1.3741
2010-08-12,7.04
2010-08-13,1.9655
2010-08-16,4.9537
2010-08-17,5.7524
2010-08-18,3.7224
2010-08-19,2.6835
2010-08-20,4.7588
2010-08-23,3.3868
2010-08-24,3.3494
2010-08-25,2.867
2010-08-26,5.3415
2010-08-27,0.4809
2010-08-30,4.2502
2010-08-31,1.4327
2010-09-01,1.9276
2010-09-02,0.3503
2010-09-03,2.722
2010-09-06,2.5405
2010-09-07,-0.0184
2010-09-08,2.5727
2010-09-09,3.7357
2010-09-10,4.3
2010-09-13,1.045
2010-09-14,3.0614
2010-09-15,3.1899
2010-09-16,2.9183
2010-09-17,2.3903
2010-09-20,2.5762
2010-09-21,1.8426
2010-09-22,-0.5154
2010-09-23,1.4192
2010-09-24,1.2799
2010-09-27,5.5167
2010-09-28,4.4388
2010-09-29,4.7119
2010-09-30,0.4977
2010-10-01,2.4633
2010-10-04,2.7464
2010-10-05,3.3111
2010-10-06,0.936
2010-10-07,2.9356
2010-10-08,1.518
2010-10-11,0.8606
2010-10-12,0.2468
2010-10-13,2.5655
2010-10-14,0.9434
2010-10-15,3.6399
2010-10-18,2.7199
2010-10-19,2.7248
2010-10-20,3.1767
2010-10-21,4.5841
2010-10-22,2.0477
2010-10-25,2.7261
2010-10-26,5.5336
2010-10-27,3.4834
2010-10-28,2.7455
2010-10-29,-0.1796
2010-11-01,5.0902
2010-11-02,3.5428
2010-11-03,6.3177
2010-11-04,4.7634
2010-11-05,-0.608
2010-11-08,0.8849
2010-11-09,2.905
2010-11-10,2.8346
2010-11-11,1.9342
2010-11-12,1.1516
2010-11-15,3.6818
2010-11-16,5.4999
2010-11-17,2.3609
2010-11-18,1.4787
2010-11-19,2.2772
2010-11-22,1.5454
2010-11-23,2.7644
2010-11-24,3.1687
2010-11-25,0.4937
2010-11-26,1.6596
2010-11-29,3.4548
2010-11-30,3.1001
2010-12-01,3.3774
2010-12-02,1.6891
2010-12-03,4.4723
2010-12-06,2.2706
2010-12-07,4.5079
2010-12-08,3.1346
2010-12-09,1.8116
2010-12-10,4.7337
2010-12-13,2.497
2010-12-14,1.7874
2010-12-15,3.6562
2010-12-16,3.5077
2010-12-17,5.4365
2010-12-20,4.2617
2010-12-21,4.7565
2010-12-22,2.7291
2010-12-23,4.6802
2010-12-24,1.6438
2010-12-27,2.9832
2010-12-28,3.027
2010-12-29,3.9213
2010-12-30,2.8563
2010-12-31,6.0879
2011-01-03,1.7739
2011-01-04,3.0132
2011-01-05,4.0108
2011-01-06,3.4322
2011-01-07,2.668
2011-01-10,1.3924
2011-01-11,3.2453
2011-01-12,2.735
2011-01-13,4.1663
2011-01-14,2.4362
2011-01-17,6.7281
2011-01-18,3.6011
2011-01-19,1.7618
2011-01-20,5.2475
2011-01-21,2.734
2011-01-24,6.2094
2011-01-25,4.0451
2011-01-26,3.7162
2011-01-27,5.3056
2011-01-28,4.0541
2011-01-31,3.4832
2011-02-01,4.6874
2011-02-02,1.8463
2011-02-03,1.0727
2011-02-04,2.1438
2011-02-07,2.1153
2011-02-08,3.4249
2011-02-09,7.1396
2011-02-10,4.1602
2011-02-11,2.7865
2011-02-14,3.0984
2011-02-15,0.9411
2011-02-16,2.1849
2011-02-17,2.9325
2011-02-18,4.7092
2011-02-21,3.4242
2011-02-22,2.9354
2011-02-23,0.9831
2011-02-24,2.8414
2011-02-25,3.2034
2011-02-28,1.1879
2011-03-01,1.5447
2011-03-02,2.4332
2011-03-03,2.4965
2011-03-04,1.1248
2011-03-07,3.2866
2011-03-08,3.1754
2011-03-09,3.2211
2011-03-10,2.0771
2011-03-11,2.4894
2011-03-14,3.8229
2011-03-15,3.9651
2011-03-16,2.1064
2011-03-17,0.9631
2011-03-18,2.9864
2011-03-21,3.0405
2011-03-22,1.3714
2011-03-23,3.2354
2011-03-24,3.5426
2011-03-25,2.0968
2011-03-28,2.9155
2011-03-29,5.3766
2011-03-30,5.0006
2011-03-31,1.3488
2011-04-01,1.9583
2011-04-04,3.4654
2011-04-05,1.8489
2011-04-06,3.9642
2011-04-07,4.766
2011-04-08,4.0639
2011-04-11,1.7995
2011-04-12,3.6902
2011-04-13,1.3251
2011-04-14,5.1372
2011-04-15,3.1068
2011-04-18,3.2982
2011-04-19,2.4863
2011-04-20,4.2861
2011-04-21,1.8432
2011-04-22,2.8813
2011-04-25,1.5207
2011-04-26,3.5465
2011-04-27,3.7761
2011-04-28,2.9119
2011-04-29,-0.194
2011-05-02,3.4606
2011-05-03,2.9617
2011-05-04,4.1606
2011-05-05,0.6055
2011-05-06,3.3825
2011-05-09,3.1087
2011-05-10,2.7164
2011-05-11,3.5522
2011-05-12,4.3879
2011-05-13,4.7844
2011-05-16,1.4172
2011-05-17,4.3653
2011-05-18,3.0232
2011-05-19,1.7036
2011-05-20,3.319
2011-05-23,3.6416
2011-05-24,4.6309
2011-05-25,3.8281
2011-05-26,-0.7419
2011-05-27,2.7529
2011-05-30,4.9871
2011-05-31,2.038
2011-06-01,6.8699
2011-06-02,4.5404
2011-06-03,3.753
2011-06-06,4.0971
2011-06-07,-0.8391
2011-06-08,2.843
2011-06-09,4.3535
2011-06-10,2.0391
2011-06-13,3.4875
2011-06-14,0.8095
2011-06-15,3.0483
2011-06-16,3.0169
2011-06-17,4.8001
2011-06-20,3.8199
2011-06-21,3.6743
2011-06-22,3.3582
2011-06-23,2.8676
2011-06-24,0.7686
2011-06-27,0.6866
2011-06-28,4.8619
2011-06-29,1.6012
2011-06-30,1.079
2011-07-01,3.1459
2011-07-04,5.1436
2011-07-05,3.125
2011-07-06,4.6743
2011-07-07,4.9555
2011-07-08,2.5088
2011-07-11,3.9463
2011-07-12,4.7918
2011-07-13,3.037
2011-07-14,4.1881
2011-07-15,4.0775
2011-07-18,1.324
2011-07-19,2.0104
2011-07-20,1.359
2011-07-21,3.8136
2011-07-22,3.0009
2011-07-25,3.3533
2011-07-26,2.5134
2011-07-27,3.8244
2011-07-28,4.1408
2011-07-29,2.6406
2011-08-01,2.9386
2011-08-02,2.4872
2011-08-03,5.1578
2011-08-04,5.0071
2011-08-05,4.0608
2011-08-08,3.8227
2011-08-09,4.0762
2011-08-10,5.7758
2011-08-11,5.3313
2011-08-12,0.92
2011-08-15,3.124
2011-08-16,2.0028
2011-08-17,3.9768
2011-08-18,2.8539
2011-08-19,2.652
2011-08-22,1.1357
2011-08-23,2.7468
2011-08-24,1.5111
2011-08-25,2.9128
2011-08-26,0.6179
2011-08-29,2.832
2011-08-30,4.6115
2011-08-31,3.4812
2011-09-01,4.6837
2011-09-02,3.0579
2011-09-05,2.0315
2011-09-06,4.2227
2011-09-07,0.6467
2011-09-08,3.6661
2011-09-09,2.6531
2011-09-12,1.1483
2011-09-13,2.0368
2011-09-14,4.4156
2011-09-15,3.3892
2011-09-16,4.1811
2011-09-19,3.1342
2011-09-20,3.2294
2011-09-21,2.7578
2011-09-22,3.3982
2011-09-23,-0.948
2011-09-26,4.8739
2011-09-27,2.1942
2011-09-28,2.8953
2011-09-29,4.1147
2011-09-30,2.4998
2011-10-03,4.8749
2011-10-04,6.3354
2011-10-05,2.2111
2011-10-06,1.8352
2011-10-07,7.901
2011-10-10,4.3039
2011-10-11,6.1873
2011-10-12,1.0917
2011-10-13,1.6781
2011-10-14,2.6209
2011-10-17,3.6777
2011-10-18,0.6118
2011-10-19,4.0258
2011-10-20,4.9656
2011-10-21,3.9054
2011-10-24,4.7407
2011-10-25,4.7143
2011-10-26,5.1467
2011-10-27,1.1896
2011-10-28,5.926
2011-10-31,3.6154
2011-11-01,4.0526
2011-11-02,2.6096
2011-11-03,2.915
2011-11-04,5.1126
2011-11-07,2.9082
2011-11-08,3.4844
2011-11-09,4.5534
2011-11-10,1.6643
2011-11-11,3.3929
2011-11-14,1.3856
2011-11-15,2.7569
2011-11-16,2.9067
2011-11-17,3.745
2011-11-18,3.4809
2011-11-21,4.4745
2011-11-22,5.8306
2011-11-23,2.3786
2011-11-24,3.8284
2011-11-25,0.5432
2011-11-28,4.421
2011-11-29,1.5919
2011-11-30,3.2732
2011-12-01,2.0711
2011-12-02,3.1351
2011-12-05,2.9501
2011-12-06,0.1169
2011-12-07,3.7812
2011-12-08,2.9175
2011-12-09,5.3609
2011-12-12,2.6855
2011-12-13,0.8649
2011-12-14,1.718
2011-12-15,3.1582
2011-12-16,1.4861
2011-12-19,3.3828
2011-12-20,3.5977
2011-12-21,5.4464
2011-12-22,2.1336
2011-12-23,2.1135
2011-12-26,1.2725
2011-12-27,2.0517
2011-12-28,4.0894
2011-12-29,2.916
2011-12-30,2.4274
2012-01-02,3.4043
2012-01-03,2.8486
2012-01-04,2.7492
2012-01-05,1.9244
2012-01-06,4.8989
2012-01-09,1.486
2012-01-10,2.6382
2012-01-11,2.4302
2012-01-12,2.2441
2012-01-13,0.7828
2012-01-16,3.0352
2012-01-17,3.3659
2012-01-18,3.5117
2012-01-19,3.1041
2012-01-20,3.3782
2012-01-23,-0.2562
2012-01-24,3.3615
2012-01-25,4.252
2012-01-26,4.8118
2012-01-27,1.0714
2012-01-30,2.6712
2012-01-31,4.1388
2012-02-01,4.9374
2012-02-02,3.4644
2012-02-03,2.8547
2012-02-06,3.7879
2012-02-07,4.3162
2012-02-08,1.4761
2012-02-09,1.7802
2012-02-10,3.928
2012-02-13,3.1792
2012-02-14,4.2883
2012-02-15,2.3103
2012-02-16,1.8867
2012-02-17,3.0922
2012-02-20,4.6168
2012-02-21,0.6111
2012-02-22,0.9016
2012-02-23,3.8065
2012-02-24,4.0254
2012-02-27,3.4648
2012-02-28,3.2303
2012-02-29,3.275
2012-03-01,3.3905
2012-03-02,2.8822
2012-03-05,3.6983
2012-03-06,3.4615
2012-03-07,1.8669
2012-03-08,1.4192
2012-03-09,2.1531
2012-03-12,0.2313
2012-03-13,3.5361
2012-03-14,3.2231
2012-03-15,1.354
2012-03-16,5.9271
2012-03-19,3.7649
2012-03-20,4.7398
2012-03-21,2.1309
2012-03-22,3.128
2012-03-23,4.3529
2012-03-26,3.3875
2012-03-27,2.8251
2012-03-28,6.1938
2012-03-29,4.5466
2012-03-30,3.8794
2012-04-02,4.2023
2012-04-03,2.8755
2012-04-04,4.1817
2012-04-05,3.0306
2012-04-06,1.3685
2012-04-09,1.3347
2012-04-10,1.6533
2012-04-11,2.3798
2012-04-12,0.7424
2012-04-13,2.9392
2012-04-16,2.8967
2012-04-17,3.751
2012-04-18,1.1442
2012-04-19,0.2684
2012-04-20,2.9087
2012-04-23,0.9447
2012-04-24,1.6249
2012-04-25,4.0258
2012-04-26,3.8512
2012-04-27,3.2204
2012-04-30,3.2541
2012-05-01,0.4132
2012-05-02,3.267
2012-05-03,4.9394
2012-05-04,2.0452
2012-05-07,6.5898
2012-05-08,1.7615
2012-05-09,3.1324
2012-05-10,4.2493
2012-05-11,3.7492
2012-05-14,2.4932
2012-05-15,4.4771
2012-05-16,1.927
2012-05-17,2.2163
2012-05-18,2.8482
2012-05-21,3.4521
2012-05-22,4.041
2012-05-23,2.4372
2012-05-24,5.3355
2012-05-25,5.1847
2012-05-28,3.398
2012-05-29,4.1484
2012-05-30,1.2448
2012-05-31,4.7257
2012-06-01,3.0639
2012-06-04,3.2623
2012-06-05,0.9823
2012-06-06,-1.0425
2012-06-07,2.0245
2012-06-08,0.89
2012-06-11,5.2701
2012-06-12,3.5277
2012-06-13,1.3805
2012-06-14,4.6768
2012-06-15,3.108
2012-06-18,3.7491
2012-06-19,1.7103
2012-06-20,4.6312
2012-06-21,3.6972
2012-06-22,-0.4767
2012-06-25,2.2162
2012-06-26,1.6888
2012-06-27,3.1121
2012-06-28,1.5384
2012-06-29,2.8353
2012-07-02,2.8457
2012-07-03,3.8716
2012-07-04,2.8476
2012-07-05,4.9711
2012-07-06,2.711
2012-07-09,0.0472
2012-07-10,3.1348
2012-07-11,-0.9021
2012-07-12,2.2932
2012-07-13,2.9396
2012-07-16,5.4052
2012-07-17,2.3085
2012-07-18,1.5199
2012-07-19,3.0277
2012-07-20,2.0616
2012-07-23,3.4361
2012-07-24,3.5501
2012-07-25,2.6122
2012-07-26,0.8096
2012-07-27,2.0704
2012-07-30,3.6688
2012-07-31,4.8319
2012-08-01,3.191
2012-08-02,4.6573
2012-08-03,3.506
2012-08-06,1.6676
2012-08-07,-0.9239
2012-08-08,3.9419
2012-08-09,3.8879
2012-08-10,5.1741
2012-08-13,3.9836
2012-08-14,2.4875
2012-08-15,1.6217
2012-08-16,3.6428
2012-08-17,3.369
2012-08-20,4.2027
2012-08-21,3.6264
2012-08-22,2.2541
2012-08-23,4.0827
2012-08-24,4.8777
2012-08-27,3.9221
2012-08-28,5.2775
2012-08-29,5.0305
2012-08-30,4.3088
2012-08-31,3.8552
2012-09-03,2.8224
2012-09-04,3.5457
2012-09-05,2.8664
2012-09-06,3.0719
2012-09-07,0.797
2012-09-10,2.5512
2012-09-11,3.7926
2012-09-12,3.9731
2012-09-13,1.3348
2012-09-14,4.6845
2012-09-17,-0.1243
2012-09-18,1.5657
2012-09-19,2.7345
2012-09-20,5.8255
2012-09-21,3.6627
2012-09-24,2.3883
2012-09-25,0.7038
2012-09-26,3.7097
2012-09-27,4.86
2012-09-28,4.0403
2012-10-01,2.7021
2012-10-02,1.6065
2012-10-03,3.2056
2012-10-04,1.0736
2012-10-05,5.2391
2012-10-08,1.5521
2012-10-09,2.6908
2012-10-10,2.6245
2012-10-11,3.9539
2012-10-12,2.4599
2012-10-15,5.8003
2012-10-16,3.5789
2012-10-17,0.4668
2012-10-18,5.0177
2012-10-19,3.007
2012-10-22,3.1041
2012-10-23,5.058
2012-10-24,4.2284
2012-10-25,3.6964
2012-10-26,2.8781
2012-10-29,2.9438
2012-10-30,2.7135
2012-10-31,4.3884
2012-11-01,2.238
2012-11-02,1.7477
2012-11-05,3.3375
2012-11-06,2.7177
2012-11-07,4.2958
2012-11-08,3.23
2012-11-09,1.8449
2012-11-12,3.5906
2012-11-13,3.7712
2012-11-14,2.2367
2012-11-15,5.6763
2012-11-16,4.1818
2012-11-19,0.1354
2012-11-20,3.5108
2012-11-21,1.4818
2012-11-22,1.0645
2012-11-23,2.2619
2012-11-26,5.8934
2012-11-27,1.751
2012-11-28,1.088
2012-11-29,4.7489
2012-11-30,5.3785
2012-12-03,5.0112
2012-12-04,2.0005
2012-12-05,3.7045
2012-12-06,5.2669
2012-12-07,4.5803
2012-12-10,1.6515
2012-12-11,1.77
2012-12-12,1.1524
2012-12-13,5.5938
2012-12-14,1.9375
2012-12-17,2.3872
2012-12-18,0.8419
2012-12-19,2.2159
2012-12-20,2.9691
2012-12-21,3.9134
2012-12-24,1.9694
2012-12-25,2.6822
2012-12-26,4.8212
2012-12-27,2.9109
2012-12-28,3.1235
2012-12-31,3.5549
2013-01-01,3.6579
2013-01-02,1.2707
2013-01-03,4.1044
2013-01-04,-0.2052
2013-01-07,2.7027
2013-01-08,4.288
2013-01-09,1.14
2013-01-10,0.918
2013-01-11,3.6563
2013-01-14,1.9832
2013-01-15,1.5273
2013-01-16,3.7925
2013-01-17,1.8874
2013-01-18,2.2397
2013-01-21,3.608
2013-01-22,0.9555
2013-01-23,2.5537
2013-01-24,1.4173
2013-01-25,1.6872
2013-01-28,-0.2586
2013-01-29,2.5139
2013-01-30,0.5172
2013-01-31,5.0196
2013-02-01,2.5019
2013-02-04,1.9863
2013-02-05,2.5833
2013-02-06,2.3624
2013-02-07,4.0656
2013-02-08,2.4553
2013-02-11,2.8118
2013-02-12,5.9271
2013-02-13,2.731
2013-02-14,2.3693
2013-02-15,0.9156
2013-02-18,4.1869
2013-02-19,2.5856
2013-02-20,3.3546
2013-02-21,2.6544
2013-02-22,3.418
2013-02-25,3.0605
2013-02-26,3.6054
2013-02-27,2.8832
2013-02-28,-0.0077
2013-03-01,3.2198
2013-03-04,4.7312
2013-03-05,5.1912
2013-03-06,2.8496
2013-03-07,0.7407
2013-03-08,3.7209
2013-03-11,3.7618
2013-03-12,4.3966
2013-03-13,0.2169
2013-03-14,3.6537
2013-03-15,-0.0978
2013-03-18,2.8485
2013-03-19,3.0206
2013-03-20,0.5861
2013-03-21,3.432
2013-03-22,3.6872
2013-03-25,3.592
2013-03-26,1.9347
2013-03-27,2.5378
2013-03-28,5.7787
2013-03-29,5.0157
2013-04-01,3.8079
2013-04-02,1.2483
2013-04-03,5.3527
2013-04-04,-2.3546
2013-04-05,3.3314
2013-04-08,2.1069
2013-04-09,1.7424
2013-04-10,5.0861
2013-04-11,3.5098
2013-04-12,3.2981
2013-04-15,2.7465
2013-04-16,2.0131
2013-04-17,2.7435
2013-04-18,2.1089
2013-04-19,0.1268
2013-04-22,2.7655
2013-04-23,0.1497
2013-04-24,3.5739
2013-04-25,1.8914
2013-04-26,3.4677
2013-04-29,4.3946
2013-04-30,2.833
2013-05-01,3.1662
2013-05-02,4.5339
2013-05-03,4.5393
2013-05-06,1.8403
2013-05-07,1.5226
2013-05-08,2.6763
2013-05-09,3.1108
2013-05-10,2.497
2013-05-13,3.0309
2013-05-14,2.8254
2013-05-15,2.1412
2013-05-16,5.2438
2013-05-17,0.2877
2013-05-20,6.8817
2013-05-21,2.3072
2013-05-22,3.6684
2013-05-23,0.2347
2013-05-24,1.9899
2013-05-27,4.2948
2013-05-28,4.6814
2013-05-29,3.8388
2013-05-30,5.1545
2013-05-31,2.5751
2013-06-03,5.6101
2013-06-04,3.1046
2013-06-05,0.7036
2013-06-06,5.0014
2013-06-07,-0.0253
2013-06-10,1.3711
2013-06-11,1.9054
2013-06-12,2.4855
2013-06-13,3.468
2013-06-14,1.4368
2013-06-17,1.5539
2013-06-18,4.7702
2013-06-19,1.8589
2013-06-20,5.1361
2013-06-21,2.0757
2013-06-24,1.2131
2013-06-25,5.0962
