date,美债3m,美债2y,美债10y
2011-10-27,1.7164,0.8668,5.1556
2011-10-28,1.7938,4.6946,3.7377
2011-10-31,3.609,3.1917,5.1072
2011-11-01,0.7574,2.9474,6.0277
2011-11-02,1.142,1.7583,0.9892
2011-11-03,2.7311,3.9172,6.2231
2011-11-04,3.9541,2.9965,3.1831
2011-11-07,4.3572,2.1767,3.1976
2011-11-08,1.5024,3.2398,3.4676
2011-11-09,3.9061,0.9807,4.4801
2011-11-10,1.3238,1.0376,2.3331
2011-11-11,5.2393,1.6558,3.5728
2011-11-14,0.7993,3.4194,4.7879
2011-11-15,4.4927,2.9961,4.3279
2011-11-16,1.5153,4.2588,4.5712
2011-11-17,5.5199,1.896,3.514
2011-11-18,3.387,3.6896,5.0406
2011-11-21,0.976,2.8634,5.5846
2011-11-22,1.7166,1.8683,5.4947
2011-11-23,3.6718,3.4624,4.6414
2011-11-24,4.079,2.9208,5.4083
2011-11-25,2.3939,2.2451,5.3066
2011-11-28,2.567,3.0504,8.0148
2011-11-29,3.6375,2.8446,5.8271
2011-11-30,2.6977,2.8156,3.8669
2011-12-01,0.5597,2.5049,2.6325
2011-12-02,1.2805,1.4341,3.6083
2011-12-05,2.8527,3.0897,3.5023
2011-12-06,4.3232,2.0367,4.7671
2011-12-07,4.924,1.7756,2.9496
2011-12-08,3.6693,2.7112,5.7883
2011-12-09,2.9309,3.8808,1.9157
2011-12-12,3.6232,3.2227,1.5512
2011-12-13,1.4999,2.3626,3.7973
2011-12-14,2.2702,2.3144,2.7362
2011-12-15,1.2638,3.763,2.1126
2011-12-16,0.6269,0.1239,3.0444
2011-12-19,3.0003,3.9568,2.8578
2011-12-20,2.7783,0.7512,4.0152
2011-12-21,3.5315,1.3015,3.0693
2011-12-22,3.3192,2.3829,3.1913
2011-12-23,2.864,5.6041,3.9927
2011-12-26,3.3349,5.0129,5.5214
2011-12-27,2.436,3.8478,6.2061
2011-12-28,3.1193,3.4279,4.2217
2011-12-29,1.4108,0.7653,4.3383
2011-12-30,3.0546,3.1881,3.7252
2012-01-02,3.5026,2.3409,4.7219
2012-01-03,1.4955,2.02,4.5853
2012-01-04,2.5777,3.1858,5.9888
2012-01-05,1.5646,2.4347,1.1669
2012-01-06,1.7102,4.0432,3.6483
2012-01-09,0.8126,0.6769,4.5088
2012-01-10,4.3987,3.09,3.9606
2012-01-11,4.0985,1.9451,2.5912
2012-01-12,3.3062,2.5084,2.0509
2012-01-13,5.4583,3.3656,5.2095
2012-01-16,2.2161,1.6592,2.8646
2012-01-17,7.0476,3.1971,1.3676
2012-01-18,2.1587,2.7452,5.2849
2012-01-19,2.8828,2.2073,4.6885
2012-01-20,1.9033,2.4353,3.8262
2012-01-23,3.0585,2.8145,2.6282
2012-01-24,3.7534,2.0786,3.8298
2012-01-25,2.3291,3.0085,5.8234
2012-01-26,5.1651,2.6662,1.578
2012-01-27,2.8587,2.2665,1.654
2012-01-30,2.9057,4.9078,3.0584
2012-01-31,1.1365,3.4983,3.96
2012-02-01,3.1277,2.5407,3.2556
2012-02-02,2.299,3.175,4.9642
2012-02-03,1.5876,1.7678,5.6333
2012-02-06,1.3353,2.4759,4.4182
2012-02-07,6.5076,2.6159,4.8406
2012-02-08,2.1048,1.5038,4.4081
2012-02-09,0.3145,3.4648,4.0143
2012-02-10,1.4527,2.3933,2.0597
2012-02-13,2.4226,2.5734,2.458
2012-02-14,3.32,2.3175,1.9736
2012-02-15,3.3322,6.5509,3.7772
2012-02-16,3.5149,2.2049,4.3484
2012-02-17,1.5327,0.5176,1.8261
2012-02-20,3.0107,1.0801,4.1089
2012-02-21,1.1859,3.9112,2.6872
2012-02-22,1.5705,4.6037,2.3962
2012-02-23,1.1234,2.1818,3.062
2012-02-24,0.7174,4.5347,2.3193
2012-02-27,4.0963,3.8899,4.91
2012-02-28,3.5329,2.7726,3.748
2012-02-29,3.965,2.6875,5.2228
2012-03-01,2.559,3.217,3.3348
2012-03-02,3.6652,4.0529,3.3915
2012-03-05,-0.1419,3.4768,6.8101
2012-03-06,3.7946,2.1878,1.5654
2012-03-07,2.7657,2.791,5.9267
2012-03-08,3.4407,5.3775,6.4818
2012-03-09,3.07,3.3015,5.1487
2012-03-12,1.0194,4.0432,3.5043
2012-03-13,0.2529,3.6479,6.1404
2012-03-14,1.4319,3.328,3.5174
2012-03-15,3.3474,3.1304,2.9413
2012-03-16,3.5351,4.0769,3.4176
2012-03-19,0.4481,3.8624,3.1447
2012-03-20,1.0284,3.3167,2.5801
2012-03-21,1.4151,2.1675,5.665
2012-03-22,1.964,3.4627,2.8398
2012-03-23,0.4569,2.9196,3.9555
2012-03-26,0.3669,2.6301,1.8343
2012-03-27,1.2672,6.2145,4.0462
2012-03-28,2.6294,1.1531,2.2661
2012-03-29,0.7291,4.1502,2.2293
2012-03-30,2.3263,1.9648,3.8361
2012-04-02,4.0878,3.1574,5.5855
2012-04-03,0.5473,6.0823,4.6606
2012-04-04,2.1903,1.8452,4.7637
2012-04-05,4.0371,2.1314,3.8051
2012-04-06,1.8726,2.979,3.4965
2012-04-09,1.6395,1.9833,5.1867
2012-04-10,4.2452,4.0609,3.1552
2012-04-11,2.0407,2.3586,5.2517
2012-04-12,4.1567,3.7848,5.8539
2012-04-13,3.1434,1.405,2.7379
2012-04-16,1.9857,0.8318,2.9583
2012-04-17,3.2195,2.7252,3.1815
2012-04-18,2.9807,1.1178,1.7996
2012-04-19,4.0313,4.8219,3.2959
2012-04-20,1.6775,1.1642,5.9522
2012-04-23,2.5618,1.7548,2.4316
2012-04-24,2.4077,3.4963,5.9878
2012-04-25,3.5562,2.2964,3.3498
2012-04-26,0.9622,1.1779,7.1711
2012-04-27,4.0255,5.448,2.9773
2012-04-30,3.1995,1.798,3.784
2012-05-01,0.5246,2.7645,2.6347
2012-05-02,4.3124,2.749,2.9684
2012-05-03,5.8511,3.8524,6.0073
2012-05-04,4.0028,3.5548,4.7118
2012-05-07,4.6405,2.0078,5.5432
2012-05-08,2.6281,2.609,2.0266
2012-05-09,0.0077,2.7277,4.9822
2012-05-10,-0.2662,3.8988,2.5428
2012-05-11,2.8826,1.598,1.994
2012-05-14,1.612,5.4217,4.3581
2012-05-15,1.1281,2.089,4.3428
2012-05-16,2.4059,2.9895,4.08
2012-05-17,3.4234,1.608,5.0763
2012-05-18,0.3209,1.4422,5.3103
2012-05-21,1.8267,1.9507,6.2046
2012-05-22,4.7648,1.8354,2.2145
2012-05-23,0.8871,2.5029,6.253
2012-05-24,3.8046,1.8252,6.8235
2012-05-25,1.7729,3.8347,3.4507
2012-05-28,3.3187,2.0604,1.4973
2012-05-29,4.146,1.9274,1.9248
2012-05-30,3.6119,2.5284,3.3072
2012-05-31,3.8637,4.1914,7.0212
2012-06-01,0.7726,3.2579,4.0256
2012-06-04,4.1705,2.8804,3.0742
2012-06-05,1.221,1.2803,2.9719
2012-06-06,2.8893,1.6287,2.0159
2012-06-07,2.8874,1.4659,5.3119
2012-06-08,3.2277,4.5682,3.8619
2012-06-11,3.0054,3.6367,7.1497
2012-06-12,1.2343,1.9661,4.9423
2012-06-13,0.4752,2.3228,5.2449
2012-06-14,3.8085,2.0097,3.6368
2012-06-15,2.7788,1.937,2.3635
2012-06-18,4.2241,3.5524,2.6896
2012-06-19,2.4329,2.655,1.9461
2012-06-20,0.3923,5.4974,5.3656
2012-06-21,3.9492,4.5004,3.4226
2012-06-22,1.9444,4.5714,5.4288
2012-06-25,3.013,3.8056,4.2039
2012-06-26,1.5288,2.4928,3.5608
2012-06-27,4.9665,3.7173,2.2456
2012-06-28,1.1852,2.5814,4.4524
2012-06-29,1.9939,4.9563,3.6721
2012-07-02,2.6612,3.4851,5.3533
2012-07-03,0.8617,3.3148,2.9269
2012-07-04,2.9958,3.1525,4.9242
2012-07-05,4.9179,5.0883,6.4613
2012-07-06,1.7643,1.2795,4.4088
2012-07-09,3.0927,5.2059,5.1779
2012-07-10,-1.6242,2.7766,4.8578
2012-07-11,2.4416,1.3126,6.8471
2012-07-12,2.0304,2.0973,4.5573
2012-07-13,1.2723,1.019,5.0499
2012-07-16,4.1222,3.7844,3.9456
2012-07-17,2.0106,1.754,2.8384
2012-07-18,2.2338,3.2024,2.1877
2012-07-19,1.9342,4.3611,5.9004
2012-07-20,-0.3752,2.1936,2.4875
2012-07-23,0.802,2.6783,5.1188
2012-07-24,3.9416,1.436,4.624
2012-07-25,-0.6649,2.534,5.3767
2012-07-26,1.3505,6.0888,3.2279
2012-07-27,1.9004,3.9335,2.8139
2012-07-30,5.1154,2.6823,4.5676
2012-07-31,3.6529,2.266,3.5615
2012-08-01,1.6642,2.9488,2.1535
2012-08-02,4.4568,3.1561,6.9078
2012-08-03,1.3892,2.4971,2.8129
2012-08-06,4.0136,3.6361,2.5096
2012-08-07,0.4617,1.8559,3.6368
2012-08-08,4.1099,1.8499,5.8793
2012-08-09,1.8908,3.4442,0.7499
2012-08-10,0.9572,1.5976,5.7548
2012-08-13,2.1743,3.8748,2.6328
2012-08-14,2.916,2.9829,4.3968
2012-08-15,1.7579,0.8065,2.986
2012-08-16,3.3309,3.1314,6.9879
2012-08-17,1.6255,0.9778,4.1869
2012-08-20,3.4306,3.832,2.9379
2012-08-21,3.1633,2.7015,3.5484
2012-08-22,2.4086,5.2213,4.1345
2012-08-23,1.8379,4.2856,4.2665
2012-08-24,2.7273,1.7272,4.6581
2012-08-27,3.3254,0.5751,3.9979
2012-08-28,5.5927,2.0939,1.9343
2012-08-29,3.9091,1.5345,3.4896
2012-08-30,3.964,5.1909,4.91
2012-08-31,7.1328,2.9876,2.9952
2012-09-03,3.2739,4.1201,5.0092
2012-09-04,3.227,2.658,4.0476
2012-09-05,3.556,2.7844,3.6734
2012-09-06,0.9866,2.9608,5.7912
2012-09-07,1.8341,4.3278,1.3928
2012-09-10,1.7407,3.3739,2.987
2012-09-11,3.4714,1.7312,5.8486
2012-09-12,2.2387,4.947,6.7451
2012-09-13,2.7073,2.6486,7.429
2012-09-14,4.1312,2.4534,4.0755
2012-09-17,3.7947,-0.3954,4.6868
2012-09-18,2.2574,3.7613,5.2261
2012-09-19,1.495,3.1212,5.9126
2012-09-20,4.2029,3.1199,4.4696
2012-09-21,3.6608,2.5166,5.3892
2012-09-24,0.0906,2.3097,4.6897
2012-09-25,2.0303,2.5565,4.7833
2012-09-26,2.7483,3.5558,2.6224
2012-09-27,3.6682,3.7669,3.5062
2012-09-28,3.8652,2.7228,3.2158
2012-10-01,2.9259,4.1387,2.2167
2012-10-02,3.3779,2.9052,1.5226
2012-10-03,2.5962,2.3949,3.3646
2012-10-04,1.4892,3.2381,3.6042
2012-10-05,2.1081,1.3687,4.1576
2012-10-08,2.5285,3.2793,4.8336
2012-10-09,2.448,1.1494,4.2822
2012-10-10,-0.3284,1.7667,3.6146
2012-10-11,1.9038,0.5776,2.6273
2012-10-12,2.5843,2.7899,5.3156
2012-10-15,2.0779,4.9316,3.8473
2012-10-16,2.1298,2.8595,3.3493
2012-10-17,3.232,3.7723,3.7203
2012-10-18,0.8816,5.8228,2.9009
2012-10-19,0.0579,3.4849,3.204
2012-10-22,1.9777,2.0817,3.1563
2012-10-23,3.6462,2.2469,3.569
2012-10-24,5.0313,3.0008,4.9836
2012-10-25,3.6732,2.2405,4.6107
2012-10-26,0.2976,2.3303,6.3201
2012-10-29,2.1514,4.1823,5.8176
2012-10-30,2.885,4.2314,6.9346
2012-10-31,2.7664,1.0237,4.8387
2012-11-01,3.309,2.0182,4.8147
2012-11-02,1.1244,2.4432,3.2689
2012-11-05,2.5974,3.7189,5.239
2012-11-06,3.1305,4.3717,3.0158
2012-11-07,3.7385,6.2424,1.7943
2012-11-08,1.2914,2.4412,6.2895
2012-11-09,1.9823,2.5011,2.1262
2012-11-12,-1.5557,3.7063,4.6583
2012-11-13,1.5678,2.1813,2.6795
2012-11-14,1.7134,2.8308,5.69
2012-11-15,0.9706,2.502,5.8944
2012-11-16,2.7484,-0.146,4.7938
2012-11-19,2.4161,3.1479,5.8695
2012-11-20,-0.8888,2.7812,4.011
2012-11-21,2.8233,4.5255,7.3513
2012-11-22,1.1075,3.0066,5.1192
2012-11-23,3.2285,1.4943,2.6492
2012-11-26,0.5772,2.6903,4.1044
2012-11-27,2.545,0.4907,3.7712
2012-11-28,2.0753,1.5469,3.6244
2012-11-29,2.9547,3.7626,1.5143
2012-11-30,2.687,2.7032,4.5803
2012-12-03,2.1173,4.107,1.9214
2012-12-04,0.1956,0.6397,0.2119
2012-12-05,0.2842,2.709,3.484
2012-12-06,1.6242,2.4294,2.8662
2012-12-07,2.4876,4.147,2.7077
2012-12-10,1.5876,3.8073,-0.6546
2012-12-11,3.4378,3.7707,2.7237
2012-12-12,2.0812,4.8497,3.7395
2012-12-13,1.0525,2.5583,3.0488
2012-12-14,2.0829,4.6021,4.581
2012-12-17,2.8388,1.747,6.089
2012-12-18,2.9873,1.7029,4.7746
2012-12-19,5.3176,3.9033,5.5396
2012-12-20,1.4966,1.1943,5.6637
2012-12-21,2.3898,3.6873,2.4717
2012-12-24,3.1392,3.1216,4.6587
2012-12-25,2.4649,4.2862,5.4927
2012-12-26,1.7491,2.9287,3.3461
2012-12-27,0.1761,3.0673,2.8141
2012-12-28,1.7337,3.6111,4.7956
2012-12-31,0.8894,2.2048,1.7776
2013-01-01,-0.0899,2.1526,2.368
2013-01-02,1.3065,3.5693,2.9999
2013-01-03,0.9294,2.9649,4.6758
2013-01-04,3.3757,2.5112,4.3284
2013-01-07,3.4016,2.9007,5.5486
2013-01-08,1.1442,4.9135,2.6172
2013-01-09,2.1097,2.4684,2.5368
2013-01-10,-0.2874,2.4336,4.7859
2013-01-11,1.7585,0.9511,2.802
2013-01-14,3.0985,2.9492,3.0947
2013-01-15,3.7374,3.7883,1.2149
2013-01-16,1.4304,4.0034,4.4363
2013-01-17,4.0778,3.1299,6.3119
2013-01-18,0.2265,4.147,2.4561
2013-01-21,0.6286,3.8775,5.5326
2013-01-22,3.5645,4.3355,3.9109
2013-01-23,5.0067,4.1812,1.3519
2013-01-24,3.2401,4.884,2.6579
2013-01-25,2.4395,2.7964,2.5653
2013-01-28,-0.7928,1.4075,3.5252
2013-01-29,-0.5337,3.7965,4.6293
2013-01-30,2.6941,3.9367,6.7734
2013-01-31,1.9629,4.884,1.8533
2013-02-01,0.8412,4.5375,3.2728
2013-02-04,2.5983,5.3346,2.656
2013-02-05,2.6727,3.7438,2.098
2013-02-06,3.9166,3.2746,4.1432
2013-02-07,2.7049,1.338,4.0022
2013-02-08,4.3426,3.3697,1.2793
2013-02-11,2.512,2.337,4.0272
2013-02-12,2.327,3.2538,2.1919
2013-02-13,4.0965,3.0654,4.0177
2013-02-14,1.0323,3.5661,5.9042
2013-02-15,6.7217,2.8832,4.6946
2013-02-18,3.0629,4.122,4.2663
2013-02-19,3.0712,-0.2678,3.2069
2013-02-20,3.2876,3.228,4.1003
2013-02-21,5.3157,4.443,4.8449
2013-02-22,3.6888,5.2441,4.6962
2013-02-25,0.0924,3.8784,3.8512
2013-02-26,4.6052,5.0219,4.3261
2013-02-27,1.9887,3.2027,2.0252
2013-02-28,2.6607,3.0034,2.8985
2013-03-01,0.5811,3.6353,5.0613
2013-03-04,3.2893,2.9962,5.263
2013-03-05,1.5229,2.0612,4.1404
2013-03-06,2.6503,2.3817,6.2184
2013-03-07,2.0739,1.6654,4.762
2013-03-08,5.3875,3.6341,3.6503
2013-03-11,5.4734,3.0137,2.1704
2013-03-12,2.5698,2.5677,6.1581
2013-03-13,2.596,2.32,5.1555
2013-03-14,1.9398,3.6061,6.6975
2013-03-15,4.159,3.9365,7.2503
2013-03-18,2.0066,1.6434,2.0696
2013-03-19,1.868,1.4548,2.0735
2013-03-20,3.9679,4.1454,-0.2948
2013-03-21,1.6926,1.3498,5.3775
2013-03-22,2.4434,3.657,4.9847
2013-03-25,0.128,4.9403,4.1467
2013-03-26,3.5563,4.9431,2.1608
2013-03-27,5.4113,3.8854,3.8664
2013-03-28,3.5818,3.8506,4.2771
2013-03-29,4.6927,5.7023,5.1741
2013-04-01,1.2308,0.1987,4.4095
2013-04-02,2.8545,2.4428,4.9957
2013-04-03,1.0853,4.0182,3.8138
2013-04-04,2.1584,2.5953,5.7722
2013-04-05,3.6583,4.4877,4.9476
2013-04-08,2.6527,2.9528,2.2196
2013-04-09,0.381,3.1581,6.0838
2013-04-10,0.5275,2.6704,5.8384
2013-04-11,0.4283,2.373,4.6982
2013-04-12,3.2372,2.3435,4.4211
2013-04-15,5.5958,3.3254,6.4879
2013-04-16,4.5437,2.0705,1.55
2013-04-17,-0.344,4.1438,5.8618
2013-04-18,4.6316,3.7839,3.2857
2013-04-19,3.9046,4.3193,5.6428
2013-04-22,0.1821,1.6453,4.1806
2013-04-23,2.0452,0.9606,2.1356
2013-04-24,4.1433,2.995,3.2552
2013-04-25,3.3257,6.4786,5.5326
2013-04-26,0.5364,4.5195,3.6847
2013-04-29,3.4161,2.3347,3.0678
2013-04-30,-0.7063,3.5094,3.0577
2013-05-01,2.1658,3.8731,4.9634
2013-05-02,4.2069,1.3579,6.626
2013-05-03,2.5276,4.6436,0.7887
2013-05-06,1.7516,2.7991,8.201
2013-05-07,3.834,2.8912,4.3056
2013-05-08,3.9621,3.0285,4.8703
2013-05-09,4.4651,4.3734,3.3456
2013-05-10,3.8115,2.0938,3.9947
2013-05-13,4.1221,0.9516,4.2888
2013-05-14,3.5994,3.3875,2.4264
2013-05-15,2.8983,0.5476,2.7915
2013-05-16,2.6343,2.6387,5.7769
2013-05-17,2.1441,4.4242,1.6715
2013-05-20,0.6814,3.6949,4.6616
2013-05-21,1.067,4.2508,3.4442
2013-05-22,2.077,3.7444,2.5589
2013-05-23,2.8622,5.8924,6.9579
2013-05-24,4.6612,2.2941,2.5682
2013-05-27,2.4373,3.4778,2.3048
2013-05-28,4.0052,2.4743,3.7195
2013-05-29,4.119,4.1482,2.8472
2013-05-30,2.1528,2.9261,4.0096
2013-05-31,3.392,5.0626,4.2331
2013-06-03,2.1347,2.363,4.352
2013-06-04,4.4832,4.6886,3.8142
2013-06-05,3.4538,3.7118,2.9468
2013-06-06,0.7143,2.961,4.9651
2013-06-07,2.7423,3.6509,3.8325
2013-06-10,4.9722,3.3135,3.2566
2013-06-11,2.2282,3.4271,6.22
2013-06-12,3.1716,2.7518,3.818
2013-06-13,3.3188,2.1581,5.638
2013-06-14,0.9451,2.5979,5.8403
2013-06-17,3.2661,0.9802,5.9315
2013-06-18,0.4092,4.0103,5.0367
2013-06-19,1.5616,1.5178,3.999
2013-06-20,4.1136,2.7388,3.9039
2013-06-21,3.0351,3.7777,3.6338
2013-06-24,2.0433,4.0073,0.7497
2013-06-25,3.1697,0.8704,5.0782
2013-06-26,2.4099,2.8898,4.3667
2013-06-27,2.5189,3.5517,5.2383
2013-06-28,3.4852,3.0624,3.8245
2013-07-01,1.4089,4.6129,4.9972
2013-07-02,2.5605,2.0138,1.9337
2013-07-03,2.0316,0.5412,2.2461
2013-07-04,0.1216,3.9724,0.2857
2013-07-05,1.1193,2.3555,3.7985
2013-07-08,4.8523,0.8898,2.8412
2013-07-09,3.0771,2.8098,2.6449
2013-07-10,0.5146,4.4767,4.502
2013-07-11,0.1895,1.4841,3.3617
2013-07-12,2.3318,5.8032,1.8504
2013-07-15,4.8418,1.9945,7.8172
2013-07-16,2.2199,3.1044,3.9445
2013-07-17,4.4605,1.537,2.3753
2013-07-18,3.0279,3.0499,2.9952
2013-07-19,3.2069,2.8395,3.7403
2013-07-22,0.4964,1.2126,3.7371
2013-07-23,3.9063,6.391,5.9532
2013-07-24,1.9976,2.4056,3.8809
2013-07-25,3.7946,2.4066,6.7828
2013-07-26,1.2787,4.1628,3.3514
2013-07-29,2.7656,5.1771,4.6397
2013-07-30,3.028,4.3517,5.533
2013-07-31,2.269,1.5586,5.7927
2013-08-01,3.1068,3.2567,5.9678
2013-08-02,2.1004,0.7424,3.592
2013-08-05,1.5264,4.082,3.9918
2013-08-06,4.9082,1.0378,0.2809
2013-08-07,4.0734,2.0362,3.706
2013-08-08,1.3587,2.9962,5.6369
2013-08-09,3.3527,3.534,5.3453
2013-08-12,1.386,2.6869,3.8703
2013-08-13,0.723,4.8229,6.5487
2013-08-14,4.0507,3.8679,3.424
2013-08-15,-0.0561,3.7737,2.9258
2013-08-16,3.8903,1.5247,3.2978
2013-08-19,2.1209,5.0392,2.3163
2013-08-20,2.1827,2.0363,4.9336
2013-08-21,3.1146,5.0851,4.4327
2013-08-22,3.3718,5.4266,4.915
2013-08-23,1.2605,3.6152,3.3784
2013-08-26,3.5766,4.2384,3.9129
2013-08-27,2.6701,-0.6995,0.7324
2013-08-28,0.6159,2.766,4.5643
2013-08-29,2.2452,4.3226,4.1483
2013-08-30,4.5719,4.1094,2.3492
2013-09-02,5.0149,1.5363,3.843
2013-09-03,3.576,2.6475,3.6132
2013-09-04,0.7145,-0.0436,6.6465
2013-09-05,3.2359,3.4956,2.4083
2013-09-06,3.7763,0.74,4.4971
2013-09-09,3.5886,4.3566,2.3638
2013-09-10,3.6774,4.4193,3.1632
2013-09-11,3.0449,2.4308,4.4152
2013-09-12,2.3914,3.6255,3.683
2013-09-13,1.5874,2.7395,3.991
2013-09-16,-0.3469,3.2903,4.4991
2013-09-17,3.0095,1.6233,3.2595
2013-09-18,2.7791,3.747,5.3262
2013-09-19,3.3364,1.0306,3.5418
2013-09-20,0.4937,0.8041,3.8537
2013-09-23,3.4675,2.8537,4.542
2013-09-24,5.5818,2.7465,4.3405
2013-09-25,2.6177,3.3268,4.9663
2013-09-26,2.4075,2.2206,4.4754
2013-09-27,2.9635,5.2628,4.7035
2013-09-30,5.5485,3.1927,3.5119
2013-10-01,0.9645,3.2795,2.3968
2013-10-02,2.8048,3.2367,1.8585
2013-10-03,1.3005,4.2035,1.4939
2013-10-04,1.6795,3.6912,6.6441
2013-10-07,2.4256,3.5304,0.6808
2013-10-08,4.521,3.8832,5.7906
2013-10-09,5.2015,0.8105,2.7687
2013-10-10,3.1722,0.8558,5.7797
2013-10-11,1.9351,2.9087,0.6962
2013-10-14,6.2391,2.7628,3.6474
2013-10-15,1.8587,3.6958,6.181
2013-10-16,1.6433,3.024,5.0698
2013-10-17,-0.1624,3.6982,3.4941
2013-10-18,4.5941,1.5053,1.0855
2013-10-21,3.9524,2.9871,2.0163
2013-10-22,6.1267,1.3907,6.0837
2013-10-23,0.4157,3.4642,3.4776
2013-10-24,4.6873,0.7461,3.8923
2013-10-25,2.6052,3.418,4.4253
2013-10-28,3.7092,1.2372,2.0457
2013-10-29,0.0283,2.5398,4.6109
2013-10-30,4.7021,4.0739,3.3706
2013-10-31,3.6798,3.2729,4.4406
2013-11-01,2.4416,1.0252,3.1329
2013-11-04,3.4677,2.1931,1.6403
2013-11-05,1.3518,1.1983,3.3589
2013-11-06,1.6308,0.9663,4.9612
2013-11-07,1.8048,3.1412,4.5911
2013-11-08,-0.2791,3.6724,4.0464
2013-11-11,3.7926,3.5287,5.3472
2013-11-12,4.2874,3.7232,3.6946
2013-11-13,1.448,2.9857,4.0844
2013-11-14,3.0223,2.6719,3.2803
2013-11-15,2.1017,1.7123,5.4349
2013-11-18,2.9924,2.4719,4.4373
2013-11-19,1.5586,1.4144,3.1646
2013-11-20,1.1749,1.9858,1.7665
2013-11-21,4.0781,3.1067,5.6574
2013-11-22,2.4042,2.8586,2.8839
2013-11-25,5.5332,6.6777,4.1081
2013-11-26,2.5695,1.385,7.5289
2013-11-27,1.1109,2.8499,5.2023
2013-11-28,4.3404,1.2915,6.4167
2013-11-29,3.4462,2.5347,3.1928
2013-12-02,3.5903,2.5835,5.6065
2013-12-03,4.2859,4.0139,4.04
2013-12-04,1.5208,2.4604,4.549
2013-12-05,2.3091,2.7704,7.0313
2013-12-06,2.2428,2.4836,3.582
2013-12-09,0.5639,1.3187,4.0289
2013-12-10,2.1046,2.2175,2.6452
2013-12-11,4.5046,2.5417,5.3327
2013-12-12,2.856,3.0886,3.1591
2013-12-13,0.4809,3.6707,5.5341
2013-12-16,0.1662,2.7185,1.5251
2013-12-17,4.9972,2.6974,4.823
2013-12-18,2.3645,0.935,3.0345
2013-12-19,1.5289,3.6477,5.0958
2013-12-20,2.089,2.1649,3.9797
2013-12-23,0.284,3.8965,3.197
2013-12-24,4.6346,4.5797,3.4202
2013-12-25,1.9104,2.7745,2.7244
2013-12-26,4.5511,1.772,5.2567
2013-12-27,2.5775,2.98,2.427
2013-12-30,4.6443,3.4184,3.5994
2013-12-31,2.885,2.6214,4.5179
2014-01-01,3.7798,2.3232,6.4202
2014-01-02,3.5786,3.6762,3.9861
2014-01-03,3.4349,3.5971,3.6362
2014-01-06,3.0219,2.5845,4.4105
2014-01-07,2.1507,1.0151,0.8898
2014-01-08,5.3732,3.5477,2.202
2014-01-09,1.1396,2.0792,3.437
2014-01-10,2.5065,3.2572,2.9305
2014-01-13,2.5223,3.1814,1.5988
2014-01-14,3.1037,0.7333,5.2867
2014-01-15,1.8558,3.0973,4.3896
2014-01-16,2.9721,3.6174,4.2104
2014-01-17,2.2467,3.7646,2.959
2014-01-20,0.1271,3.1408,4.1191
2014-01-21,2.5143,0.6274,4.7717
2014-01-22,0.8492,4.5325,3.6027
2014-01-23,-0.1016,3.4932,4.6669
2014-01-24,2.7053,1.556,2.8059
2014-01-27,3.2318,2.0547,4.1462
2014-01-28,3.29,3.2775,5.7137
2014-01-29,3.3508,3.8157,5.848
2014-01-30,-0.3989,2.4144,5.9914
2014-01-31,0.4585,3.9906,4.4284
2014-02-03,5.4603,0.8487,4.0474
2014-02-04,0.9292,1.749,3.3268
2014-02-05,3.4163,0.5228,1.2888
2014-02-06,1.4696,1.9231,1.9827
2014-02-07,2.6195,4.8097,3.7479
2014-02-10,1.5501,5.4694,3.8376
2014-02-11,3.3423,3.2815,6.1183
2014-02-12,2.7052,2.2339,5.9722
2014-02-13,1.8276,2.734,2.9703
2014-02-14,0.9247,3.568,5.2275
2014-02-17,2.9017,1.1244,3.2844
2014-02-18,0.6809,2.313,5.0239
2014-02-19,3.1412,4.7219,5.209
2014-02-20,6.4397,1.7451,5.8631
2014-02-21,4.5253,2.1012,3.261
2014-02-24,3.5775,3.0158,5.5215
2014-02-25,2.3716,3.3398,1.1908
2014-02-26,-0.4081,2.25,5.9443
2014-02-27,0.5166,3.0924,3.9625
2014-02-28,4.4242,3.7295,3.9944
2014-03-03,1.3154,5.3537,0.9438
2014-03-04,1.4511,2.8485,3.417
2014-03-05,2.2515,2.9504,6.0332
2014-03-06,0.9069,4.8329,3.3599
2014-03-07,0.6598,2.341,5.0702
2014-03-10,2.4243,1.4108,4.0518
2014-03-11,1.1627,3.3003,5.594
2014-03-12,1.3885,4.2914,4.2873
2014-03-13,1.3282,3.4333,2.6023
2014-03-14,3.2835,2.8836,4.0847
2014-03-17,2.1518,1.2619,6.4018
2014-03-18,2.2321,2.93,4.7465
2014-03-19,3.3954,4.4798,3.8253
2014-03-20,2.2869,1.5191,7.3836
2014-03-21,2.0826,2.7063,5.7388
2014-03-24,3.2057,2.535,5.2251
2014-03-25,3.5023,2.1628,4.476
2014-03-26,2.2794,3.2975,5.0954
2014-03-27,2.6209,3.532,5.1441
2014-03-28,1.3273,3.5194,0.7258
2014-03-31,1.209,1.8278,4.5924
2014-04-01,3.6537,1.0248,3.7588
2014-04-02,3.1674,3.3149,3.2503
2014-04-03,3.1829,2.3929,3.7068
2014-04-04,2.9213,5.206,1.6662
2014-04-07,2.5693,5.2614,1.2931
2014-04-08,3.5446,5.3888,5.8698
2014-04-09,3.9027,1.8719,4.6932
2014-04-10,3.8668,3.6832,0.3805
2014-04-11,2.3488,4.0451,3.1354
2014-04-14,4.5805,3.91,5.3208
