date,美元指数,美元人民币,美元日元,美元欧元
2011-11-16,97.8435,5.67,132.9,0.8722
2011-11-17,80.894,7.0953,124.11,1.1791
2011-11-18,94.1751,6.1771,100.17,1.2892
2011-11-21,107.6872,7.3098,79.02,1.1648
2011-11-22,92.8154,9.1962,93.28,1.2266
2011-11-23,99.3952,5.8153,146.99,1.1286
2011-11-24,89.9503,10.5384,105.94,1.3746
2011-11-25,104.5057,5.829,111.04,1.2208
2011-11-28,94.6298,7.7467,130.42,1.0505
2011-11-29,98.8434,5.1497,92.68,0.8864
2011-11-30,96.7964,5.917,94.3,1.0741
2011-12-01,117.2353,6.2904,127.22,1.2192
2011-12-02,90.9951,7.2252,144.85,1.1108
2011-12-05,112.8476,8.2828,85.94,1.2425
2011-12-06,81.6876,7.4271,119.13,1.2442
2011-12-07,97.3568,8.0235,113.36,1.1493
2011-12-08,103.382,6.3159,118.01,1.4727
2011-12-09,91.5044,6.9419,107.42,0.9375
2011-12-12,105.5344,7.4944,134.22,0.822
2011-12-13,110.4305,5.8689,109.09,1.0261
2011-12-14,94.5299,5.237,101.25,1.0829
2011-12-15,95.4001,5.8366,110.86,1.1132
2011-12-16,91.238,5.9876,114.34,0.9816
2011-12-19,80.2058,5.8376,83.01,0.9531
2011-12-20,90.3864,6.7251,111.67,1.0835
2011-12-21,98.6088,6.6059,60.22,0.9742
2011-12-22,102.1271,6.6991,107.65,1.1125
2011-12-23,93.8286,6.261,141.85,1.2018
2011-12-26,89.5696,6.4497,118.59,1.3232
2011-12-27,92.7769,5.706,97.72,0.9146
2011-12-28,91.3637,7.0839,129.47,0.95
2011-12-29,104.6206,8.3333,83.32,1.2624
2011-12-30,98.393,5.654,161.7,0.8238
2012-01-02,72.9426,5.4744,111.64,1.0381
2012-01-03,94.3214,7.2134,132.65,1.0384
2012-01-04,101.9525,8.8461,113.7,1.3682
2012-01-05,71.8383,2.5019,99.03,1.2766
2012-01-06,99.4023,3.9698,90.75,1.1943
2012-01-09,93.7401,7.4269,137.88,1.0474
2012-01-10,105.6715,7.7457,101.11,1.0622
2012-01-11,89.5278,7.029,136.69,1.1785
2012-01-12,91.6513,8.6157,81.57,1.2038
2012-01-13,91.0536,9.4386,75.59,1.5748
2012-01-16,96.3777,7.5674,97.71,1.2005
2012-01-17,105.7086,6.633,102.68,1.0096
2012-01-18,98.2427,5.5192,85.24,0.9711
2012-01-19,105.7396,7.7344,168.5,0.9963
2012-01-20,92.8395,6.9389,114.49,1.0182
2012-01-23,95.2874,8.1805,150.01,0.9139
2012-01-24,98.3915,5.8823,104.24,1.3329
2012-01-25,102.1486,4.6284,98.13,0.9414
2012-01-26,101.3638,6.5775,113.46,1.1688
2012-01-27,111.3816,7.0039,99.68,1.1808
2012-01-30,87.6927,7.0844,110.87,0.8512
2012-01-31,92.7065,4.1517,93.32,1.3267
2012-02-01,99.0189,5.7062,150.32,1.12
2012-02-02,108.7698,7.152,137.64,1.0449
2012-02-03,98.6449,7.2661,152.62,1.1353
2012-02-06,87.3937,7.2093,129.94,1.368
2012-02-07,104.7852,6.0879,125.7,1.1296
2012-02-08,89.8786,6.7953,99.01,1.1177
2012-02-09,92.7461,8.1399,98.31,0.956
2012-02-10,107.8464,7.4322,127.61,1.1476
2012-02-13,105.9601,7.3158,81.36,0.9724
2012-02-14,82.0997,7.26,85.63,1.0898
2012-02-15,111.9949,7.5637,115.39,0.8183
2012-02-16,98.5436,4.6306,125.24,1.2564
2012-02-17,100.1219,8.8051,87.72,0.9361
2012-02-20,63.4905,7.2999,130.45,1.1547
2012-02-21,87.7863,6.5219,115.85,1.2181
2012-02-22,93.363,4.7544,101.53,0.929
2012-02-23,87.5183,6.6383,94.17,1.2188
2012-02-24,88.4578,6.2259,74.36,0.9265
2012-02-27,94.6152,3.1336,133.13,1.0928
2012-02-28,97.5135,10.6253,94.19,1.2761
2012-02-29,98.5455,5.0458,86.95,1.1322
2012-03-01,81.8282,8.5582,85.24,1.4251
2012-03-02,94.5184,6.0413,83.39,0.9795
2012-03-05,89.8047,6.1316,118.0,1.071
2012-03-06,120.2879,7.5392,106.41,1.2149
2012-03-07,97.4368,6.397,74.9,1.1631
2012-03-08,88.041,8.0489,126.77,0.9114
2012-03-09,93.0094,6.4524,92.16,1.1821
2012-03-12,77.8647,6.1218,86.54,1.0233
2012-03-13,94.5502,8.1394,113.88,1.0302
2012-03-14,105.3095,7.6925,108.08,1.0791
2012-03-15,105.8824,4.707,85.9,0.9158
2012-03-16,115.8085,4.8398,107.73,1.1658
2012-03-19,90.2657,6.367,115.01,1.0186
2012-03-20,83.5766,7.206,99.53,0.7989
2012-03-21,94.6276,7.8452,137.99,1.3747
2012-03-22,97.4999,9.3621,98.93,1.2927
2012-03-23,94.1426,6.2287,135.5,1.199
2012-03-26,107.0989,4.7737,119.26,1.2074
2012-03-27,91.3376,7.2102,92.63,1.1634
2012-03-28,96.9817,4.3809,109.47,1.0433
2012-03-29,105.1976,5.2699,126.51,0.8955
2012-03-30,97.595,7.3123,158.74,1.0907
2012-04-02,108.8828,6.6262,114.68,1.1349
2012-04-03,114.1777,6.8559,152.68,1.0309
2012-04-04,100.166,9.3593,99.97,0.96
2012-04-05,85.6678,8.418,114.51,0.7928
2012-04-06,110.2738,5.4637,140.85,1.0973
2012-04-09,86.7596,7.5514,128.48,1.1738
2012-04-10,93.2208,6.0353,127.22,0.9624
2012-04-11,81.5825,6.5426,108.13,1.0316
2012-04-12,87.4762,7.0608,98.19,1.1202
2012-04-13,83.7758,8.8731,126.37,1.2169
2012-04-16,94.8883,4.0864,90.23,1.2369
2012-04-17,80.4389,5.7734,137.0,1.0478
2012-04-18,85.5784,4.6001,120.93,1.2288
2012-04-19,91.8706,6.5308,105.81,1.1012
2012-04-20,108.9991,6.2599,139.26,1.2446
2012-04-23,91.1605,5.1791,98.93,1.2926
2012-04-24,80.917,7.2231,98.62,1.2665
2012-04-25,85.8313,6.6198,138.42,1.1029
2012-04-26,118.7255,8.1145,67.57,0.9412
2012-04-27,82.4988,8.6272,119.53,1.3042
2012-04-30,80.5637,8.3068,135.99,0.9777
2012-05-01,97.1739,5.755,105.36,1.163
2012-05-02,97.3243,5.7081,85.25,1.1263
2012-05-03,101.6953,8.0419,125.66,0.9156
2012-05-04,79.733,5.4881,80.07,1.2472
2012-05-07,93.8555,6.0941,97.01,1.0737
2012-05-08,90.8557,4.0898,109.23,0.9779
2012-05-09,109.8256,7.7773,110.2,1.1416
2012-05-10,106.6644,5.8641,80.84,1.1484
2012-05-11,75.8488,6.6941,112.47,0.8281
2012-05-14,104.8043,6.6745,120.05,1.1342
2012-05-15,90.5605,6.7891,123.95,1.2445
2012-05-16,93.399,5.8911,133.13,0.9344
2012-05-17,90.4691,5.5089,99.49,1.1404
2012-05-18,77.101,6.9165,137.72,1.1703
2012-05-21,92.133,6.9614,71.49,1.0316
2012-05-22,83.2414,6.9732,145.91,1.1148
2012-05-23,96.8276,4.9645,105.41,0.9392
2012-05-24,89.4386,9.2238,124.35,0.7686
2012-05-25,96.6183,5.8122,74.77,1.3292
2012-05-28,84.2099,7.4584,71.03,0.8777
2012-05-29,80.8761,8.2543,107.39,1.0371
2012-05-30,102.0728,6.2335,94.29,1.1147
2012-05-31,78.0285,6.3238,104.71,1.1289
2012-06-01,104.3705,7.707,120.58,0.966
2012-06-04,102.8431,7.4388,142.77,1.2784
2012-06-05,93.0551,6.7159,71.0,0.828
2012-06-06,96.1116,5.8851,111.86,1.1241
2012-06-07,85.6715,4.8367,79.83,1.099
2012-06-08,95.4637,5.4579,105.48,1.0399
2012-06-11,75.4,5.987,140.66,1.1204
2012-06-12,97.8099,4.6877,83.18,0.8768
2012-06-13,90.4456,6.3872,66.91,1.019
2012-06-14,93.2986,7.1921,106.85,1.0471
2012-06-15,76.9664,7.042,83.42,1.207
2012-06-18,102.6657,7.5517,127.11,1.039
2012-06-19,111.6875,4.1317,82.58,1.3875
2012-06-20,93.7794,8.6498,101.64,0.8919
2012-06-21,93.1391,6.3402,101.26,1.0941
2012-06-22,112.9284,5.6422,91.87,1.1524
2012-06-25,96.9915,7.2484,102.84,1.1857
2012-06-26,90.6059,5.292,76.42,1.279
2012-06-27,73.3995,6.1526,124.32,1.0275
2012-06-28,106.9934,8.6709,107.95,0.8989
2012-06-29,90.0921,5.6672,115.61,0.9657
2012-07-02,101.4519,10.5518,95.63,1.0408
2012-07-03,104.5675,7.5264,106.07,0.9277
2012-07-04,98.709,8.9534,128.89,1.1555
2012-07-05,97.7668,6.3657,130.08,1.2379
2012-07-06,90.1598,6.9302,103.7,1.0406
2012-07-09,97.0566,7.138,115.41,1.2896
2012-07-10,96.4772,8.6262,133.01,1.2218
2012-07-11,97.4386,7.0794,96.29,1.2773
2012-07-12,81.0506,6.9447,110.85,0.9193
2012-07-13,83.725,7.8608,74.5,1.3843
2012-07-16,86.0467,8.3617,88.23,0.9608
2012-07-17,106.1526,8.4306,143.09,1.209
2012-07-18,97.0614,9.2242,89.19,1.1165
2012-07-19,76.2177,6.8761,112.59,1.0106
2012-07-20,105.0241,6.052,75.89,0.9789
2012-07-23,107.2273,9.6315,111.56,1.3633
2012-07-24,95.6117,8.2263,144.15,1.2636
2012-07-25,115.4677,9.6936,148.32,1.2272
2012-07-26,101.9755,7.4209,105.64,1.045
2012-07-27,104.9399,6.6804,122.84,1.0337
2012-07-30,111.0551,5.791,129.34,1.2163
2012-07-31,100.4388,6.3658,92.17,0.9364
2012-08-01,89.0426,6.123,131.94,1.1166
2012-08-02,86.7342,7.8574,101.01,1.1891
2012-08-03,85.6654,6.8628,146.75,0.9062
2012-08-06,93.4597,7.8066,115.94,1.2928
2012-08-07,92.8522,4.2058,117.01,1.0275
2012-08-08,88.1237,7.2786,80.14,1.0948
2012-08-09,113.4476,9.2007,88.57,1.0456
2012-08-10,101.9658,6.7049,127.15,1.0475
2012-08-13,102.1153,4.8645,101.49,1.0046
2012-08-14,95.5817,8.7556,97.26,0.9009
2012-08-15,100.176,7.1156,123.13,1.1358
2012-08-16,96.2803,7.8003,112.44,1.1632
2012-08-17,90.5197,6.0986,134.95,0.7968
2012-08-20,96.5811,9.233,114.27,1.1615
2012-08-21,79.3192,6.2601,122.62,1.106
2012-08-22,92.6894,9.2926,52.46,1.2064
2012-08-23,96.1721,6.2229,88.43,1.0486
2012-08-24,96.0513,7.0541,125.45,1.2857
2012-08-27,90.2063,7.9494,112.32,1.2442
2012-08-28,93.0202,9.9279,142.58,1.3233
2012-08-29,101.8459,4.6129,84.72,1.1429
2012-08-30,88.6965,4.4965,93.18,1.0891
2012-08-31,87.4818,9.4872,113.36,1.1513
2012-09-03,110.852,6.2687,79.1,0.9744
2012-09-04,90.2607,5.2082,137.21,0.8993
2012-09-05,92.3584,7.4243,104.11,1.0269
2012-09-06,92.5351,5.7651,91.22,1.3004
2012-09-07,101.8994,5.7359,100.45,1.1826
2012-09-10,94.0173,8.1902,144.27,0.9683
2012-09-11,84.357,11.1519,127.69,1.057
2012-09-12,83.5185,7.9563,101.11,1.1315
2012-09-13,80.1704,7.7463,91.84,1.1915
2012-09-14,97.6159,6.8954,120.1,0.9855
2012-09-17,90.6213,8.3928,109.5,1.2246
2012-09-18,101.2952,3.545,132.63,0.9877
2012-09-19,99.7237,6.3331,95.57,1.0418
2012-09-20,88.483,5.4895,128.89,1.0612
2012-09-21,102.2133,9.655,124.45,1.015
2012-09-24,92.7856,7.4854,117.38,1.1933
2012-09-25,107.427,4.8113,125.7,0.9631
2012-09-26,100.9689,6.1876,118.79,1.0332
2012-09-27,99.7528,7.5007,80.02,1.0531
2012-09-28,109.0952,8.1116,111.16,1.329
2012-10-01,93.8396,5.132,79.23,1.2284
2012-10-02,87.2454,6.0838,120.46,1.1655
2012-10-03,96.96,4.9149,108.22,1.0727
2012-10-04,90.5759,6.6906,78.96,1.1685
2012-10-05,121.6986,8.3653,105.84,1.0125
2012-10-08,90.7663,3.0901,98.09,1.0877
2012-10-09,90.1308,5.777,147.4,0.8392
2012-10-10,87.0474,5.7227,99.57,1.1723
2012-10-11,112.6001,9.2706,122.43,1.0733
2012-10-12,79.7403,4.7079,128.52,0.8115
2012-10-15,90.5309,8.0613,90.66,0.9007
2012-10-16,91.7375,9.2826,97.02,0.8275
2012-10-17,90.03,7.9249,109.28,1.4578
2012-10-18,93.1308,6.5083,87.12,1.0608
2012-10-19,102.9128,8.509,101.5,1.0975
2012-10-22,80.4159,6.0192,122.71,1.0336
2012-10-23,89.4095,8.2599,139.76,0.931
2012-10-24,99.9694,9.7549,90.65,1.0144
2012-10-25,101.3971,8.4767,116.95,0.8794
2012-10-26,106.5233,9.8768,153.33,0.9976
2012-10-29,90.0764,3.9723,143.61,0.8728
2012-10-30,74.8642,6.0619,76.45,0.9911
2012-10-31,96.9303,7.9474,103.04,1.1774
2012-11-01,109.2472,6.4587,57.73,1.086
2012-11-02,95.2653,9.1317,75.93,1.1547
2012-11-05,100.8834,10.6459,117.6,1.2027
2012-11-06,90.3098,7.9812,104.61,0.9271
2012-11-07,88.4253,6.0389,116.33,0.8938
2012-11-08,99.0958,9.2409,94.63,1.303
2012-11-09,77.1401,8.7534,87.13,1.0971
2012-11-12,98.5702,6.827,105.98,1.0531
2012-11-13,96.1784,6.6121,120.11,0.9481
2012-11-14,102.8965,9.2641,107.23,1.1118
2012-11-15,90.0104,9.1034,114.63,1.1255
2012-11-16,104.273,3.696,132.96,1.0592
2012-11-19,100.7651,5.3753,144.42,1.1499
2012-11-20,101.2501,9.0123,125.82,1.1626
2012-11-21,84.1807,4.9559,105.29,1.0919
2012-11-22,83.4487,7.2325,98.35,0.9618
2012-11-23,79.0761,8.9701,80.85,1.3217
2012-11-26,94.7359,6.8139,127.48,1.1875
2012-11-27,85.1132,8.0978,115.68,1.3071
2012-11-28,99.9944,7.0028,130.09,1.3834
2012-11-29,89.9683,6.245,130.32,1.217
2012-11-30,82.442,6.4829,135.48,1.0009
2012-12-03,89.8135,8.5517,110.32,1.1132
2012-12-04,98.1412,7.3703,127.1,1.1697
2012-12-05,91.3993,6.6805,75.76,0.9914
2012-12-06,93.0189,9.7682,98.52,1.1294
2012-12-07,96.2886,6.0691,153.83,1.1008
2012-12-10,91.1779,6.6253,103.19,1.2178
2012-12-11,87.9046,7.2977,145.99,1.084
2012-12-12,95.6309,7.0984,127.62,1.4149
2012-12-13,76.654,6.968,107.81,1.2881
2012-12-14,89.139,3.4556,130.81,0.9706
2012-12-17,85.6747,8.0265,138.41,1.1361
2012-12-18,93.295,7.5559,123.44,1.2426
2012-12-19,97.2688,4.9776,156.3,1.071
2012-12-20,93.6147,6.9439,128.5,1.1231
2012-12-21,97.1968,6.2731,112.67,0.8853
2012-12-24,92.105,5.5274,85.37,1.4238
2012-12-25,91.7112,9.0037,87.18,1.0941
2012-12-26,101.4242,10.6612,95.06,1.2727
2012-12-27,84.0446,6.7597,85.45,1.2164
2012-12-28,88.8808,6.2429,85.57,0.9518
2012-12-31,97.8103,7.1517,105.52,0.7202
2013-01-01,99.6867,4.9954,106.45,1.0592
2013-01-02,96.9392,9.2557,121.93,1.1551
2013-01-03,87.3889,6.3591,113.34,1.0984
2013-01-04,96.0763,8.2319,109.73,1.1596
2013-01-07,100.8528,7.8021,94.03,1.3225
2013-01-08,85.1385,7.3463,160.03,1.1519
2013-01-09,112.7871,7.7203,115.07,1.1555
2013-01-10,101.2513,6.9393,95.98,1.1381
2013-01-11,82.277,7.8071,107.1,0.9113
2013-01-14,114.0584,7.8811,106.8,1.1068
2013-01-15,86.8757,5.4426,120.97,1.2131
2013-01-16,105.4526,6.4109,107.47,0.8782
2013-01-17,83.5822,5.4352,113.14,1.2297
2013-01-18,90.5962,5.2698,115.4,1.061
2013-01-21,75.1334,5.9399,100.47,1.2135
2013-01-22,85.3195,5.7842,122.66,1.1739
2013-01-23,82.276,6.9706,110.55,1.1954
2013-01-24,94.1476,7.1693,106.55,1.0387
2013-01-25,106.5021,8.8817,87.83,0.8663
2013-01-28,95.6503,8.0466,114.52,1.2589
2013-01-29,78.3216,8.6346,110.73,1.2013
2013-01-30,112.3875,5.0653,113.94,0.9137
2013-01-31,88.1658,7.5046,86.55,1.012
2013-02-01,96.2012,8.5733,88.97,1.0614
2013-02-04,102.4552,8.4681,169.39,1.0798
2013-02-05,104.4789,5.7352,108.67,0.9379
2013-02-06,89.0317,7.6161,104.46,1.195
2013-02-07,108.9766,3.5998,106.66,1.0248
2013-02-08,93.7137,4.588,88.78,1.3796
2013-02-11,96.9486,4.689,78.88,1.0801
2013-02-12,69.7078,6.965,91.65,1.1902
2013-02-13,106.7492,5.8418,99.4,1.0908
2013-02-14,86.2378,9.3286,129.21,1.2964
2013-02-15,82.1687,7.199,71.41,1.2852
2013-02-18,106.8964,6.8115,127.83,1.184
2013-02-19,93.8982,6.2974,89.95,1.1646
2013-02-20,86.2975,6.2598,97.8,0.9641
2013-02-21,90.9258,3.3974,132.29,1.2618
2013-02-22,88.8184,7.798,116.78,0.8518
2013-02-25,87.3802,9.1175,103.26,0.9261
2013-02-26,105.8952,6.8475,131.87,1.3208
2013-02-27,89.7186,6.4518,109.85,1.2113
2013-02-28,94.8707,7.5285,114.71,1.1148
2013-03-01,85.4282,4.549,106.55,1.2207
2013-03-04,85.1407,9.5948,132.87,1.1767
2013-03-05,89.5308,4.2257,127.91,0.9318
2013-03-06,86.3658,6.3338,106.21,0.9472
2013-03-07,94.5008,6.175,98.58,1.1165
2013-03-08,108.0013,6.6926,89.95,1.0543
2013-03-11,117.9516,6.6775,94.74,1.1211
2013-03-12,88.0292,8.2016,110.48,1.0566
2013-03-13,106.0498,6.282,98.35,0.8966
2013-03-14,89.7146,10.1854,131.82,0.9498
2013-03-15,103.7325,7.4276,111.53,1.0891
2013-03-18,93.9814,6.7948,79.05,0.9319
2013-03-19,91.1139,7.9175,132.11,0.8811
2013-03-20,95.3187,6.1421,92.17,1.0545
2013-03-21,80.199,5.6223,107.19,1.0986
2013-03-22,82.0785,8.1449,110.89,1.164
2013-03-25,69.7065,6.1904,125.43,1.2514
2013-03-26,111.7835,4.9495,122.62,1.0055
2013-03-27,111.0388,5.3248,117.24,1.2302
2013-03-28,95.436,5.4524,86.55,1.1284
2013-03-29,108.9879,7.1924,81.98,1.0181
2013-04-01,96.1661,8.4787,135.22,1.1068
2013-04-02,84.9952,6.9956,151.26,1.3938
2013-04-03,92.6568,6.827,119.76,1.0188
2013-04-04,79.9498,5.9613,146.37,0.9817
2013-04-05,94.8542,4.5055,136.49,1.1974
2013-04-08,99.8692,5.719,84.49,1.1718
2013-04-09,97.9999,4.3101,71.3,1.319
2013-04-10,83.8531,7.3684,128.11,0.8862
2013-04-11,96.1928,8.3104,107.71,0.9579
2013-04-12,82.7927,7.6815,113.18,1.3126
2013-04-15,85.7159,4.0987,113.4,1.3843
2013-04-16,76.3548,6.7355,79.14,1.196
2013-04-17,98.8366,7.9188,133.37,0.8926
2013-04-18,95.5694,6.4415,87.85,1.0704
2013-04-19,99.1918,6.5669,132.5,1.1259
2013-04-22,109.8957,9.5115,98.84,0.9264
2013-04-23,111.6873,8.9189,91.28,1.1735
2013-04-24,91.362,5.917,152.35,1.3106
2013-04-25,106.8886,8.3171,111.92,1.1952
2013-04-26,92.5861,5.1493,116.38,1.2655
2013-04-29,91.22,7.6742,130.69,1.2944
2013-04-30,97.3125,8.471,100.48,1.1048
2013-05-01,96.0684,5.2702,106.61,0.9756
2013-05-02,95.628,6.5573,164.89,1.0993
2013-05-03,92.4972,4.8843,120.56,1.0948
2013-05-06,99.6387,7.6273,126.51,1.1502
2013-05-07,76.7244,9.5373,105.7,1.1754
2013-05-08,105.0138,2.8677,124.45,1.1332
2013-05-09,89.3683,5.957,153.01,1.1181
2013-05-10,91.1946,9.9214,119.47,0.9222
2013-05-13,89.5995,5.8188,101.02,1.0794
2013-05-14,83.5252,6.667,125.97,1.0764
2013-05-15,103.5447,7.8485,104.55,1.0876
2013-05-16,88.8761,5.9141,106.63,0.901
2013-05-17,90.8898,7.2335,107.62,1.1949
2013-05-20,102.0318,7.4599,114.46,1.0112
2013-05-21,104.6215,5.9772,103.36,1.1779
2013-05-22,93.0263,7.2318,99.19,0.9899
2013-05-23,94.9273,5.6714,89.52,1.4215
2013-05-24,99.2226,5.8486,122.98,1.1039
2013-05-27,96.736,6.0934,120.47,0.9945
2013-05-28,99.4893,5.2531,85.09,0.9477
2013-05-29,88.5219,6.2116,118.24,1.2109
2013-05-30,94.7489,8.3587,129.28,1.2056
2013-05-31,86.772,6.9813,115.61,0.8821
2013-06-03,105.751,8.5098,76.17,1.0688
2013-06-04,101.2885,5.816,91.32,1.1016
2013-06-05,99.7848,6.9315,107.82,1.075
2013-06-06,97.3407,5.2974,112.23,1.1978
2013-06-07,90.1564,6.6049,66.75,1.0982
2013-06-10,81.9666,6.166,129.39,0.9519
2013-06-11,87.7189,8.4271,128.81,0.9411
2013-06-12,100.2748,5.3194,86.13,1.2445
2013-06-13,86.7869,7.2582,118.02,1.0564
2013-06-14,109.4869,5.9277,107.91,1.0548
2013-06-17,97.6842,7.6518,79.85,1.2011
2013-06-18,88.158,8.4451,76.81,1.2873
2013-06-19,98.0654,5.1528,101.1,0.9778
2013-06-20,115.4469,8.7369,94.99,0.9871
2013-06-21,97.7129,6.1978,110.61,1.2063
2013-06-24,115.3661,3.9871,80.01,0.9209
2013-06-25,94.3171,8.1518,122.23,1.0993
2013-06-26,88.2166,6.9984,121.21,1.1154
2013-06-27,99.0589,8.0191,85.93,1.0726
2013-06-28,84.1101,7.9009,82.81,1.425
2013-07-01,80.3459,6.4975,99.88,1.0969
2013-07-02,77.9361,8.3295,124.35,1.1908
2013-07-03,108.1956,5.133,126.82,0.9082
2013-07-04,93.4371,7.433,122.31,1.2616
2013-07-05,75.503,5.6362,119.59,1.1315
2013-07-08,104.7308,7.689,118.25,1.0737
2013-07-09,81.1338,5.0948,95.99,1.2232
2013-07-10,87.7235,8.4326,100.76,0.9874
2013-07-11,107.9886,5.7198,102.67,1.1232
2013-07-12,85.9417,4.5817,141.59,1.0524
2013-07-15,105.7002,7.9531,124.46,1.2096
2013-07-16,89.2197,7.2639,98.76,1.5214
2013-07-17,97.2926,4.3688,99.33,1.0413
2013-07-18,104.9971,6.7317,118.19,0.8767
2013-07-19,96.6675,6.8148,129.1,1.1526
2013-07-22,95.9443,7.7388,106.63,1.0642
2013-07-23,98.2763,5.4994,112.94,1.1798
2013-07-24,82.1031,7.5108,43.6,1.3511
2013-07-25,96.9281,4.5178,132.88,1.159
2013-07-26,95.9887,7.4341,90.66,1.1383
2013-07-29,110.9865,7.932,106.45,1.1688
2013-07-30,92.7884,7.3491,126.07,1.1699
2013-07-31,103.7237,6.5223,104.46,0.7402
2013-08-01,98.6602,5.1418,119.72,1.0733
2013-08-02,80.3317,7.6143,130.93,1.0779
2013-08-05,89.3209,6.9822,93.79,1.2266
2013-08-06,95.4806,7.5772,93.36,0.9353
2013-08-07,99.7174,9.7845,128.66,0.9724
2013-08-08,89.185,4.8019,111.84,1.0697
2013-08-09,90.9139,8.6848,98.62,0.9829
2013-08-12,100.5645,9.0114,72.94,1.0641
2013-08-13,101.1661,5.2254,107.58,1.2164
2013-08-14,90.7112,5.5303,102.1,1.1309
2013-08-15,91.8436,7.9729,115.93,1.2015
2013-08-16,101.6914,6.7598,114.3,1.1192
2013-08-19,88.0285,7.9514,105.91,0.7778
2013-08-20,99.1076,9.0008,104.09,0.9258
2013-08-21,99.6382,5.6025,76.08,0.9682
2013-08-22,77.0702,7.5692,110.02,0.9656
2013-08-23,110.067,2.7052,115.14,1.2907
2013-08-26,108.3641,7.4505,75.08,1.1222
2013-08-27,102.5924,7.7455,98.84,1.0779
2013-08-28,105.3611,9.246,112.36,1.1224
2013-08-29,95.9181,3.5339,115.14,1.0707
2013-08-30,104.679,6.2488,74.33,0.9334
2013-09-02,88.1411,9.1571,128.91,1.1742
2013-09-03,81.6291,7.9942,129.12,1.1643
2013-09-04,95.8618,6.0211,119.23,0.9907
2013-09-05,97.8737,11.7713,98.37,0.9418
2013-09-06,94.5531,9.2018,120.07,1.0578
2013-09-09,89.9812,7.111,115.14,1.2899
2013-09-10,88.8359,6.5572,122.64,1.1397
2013-09-11,89.2788,5.8858,95.3,0.9056
2013-09-12,94.1502,7.2476,108.17,1.3338
2013-09-13,79.2195,8.2129,106.9,1.5308
2013-09-16,95.3816,6.6633,123.85,1.2028
2013-09-17,91.947,6.7961,111.07,1.0681
2013-09-18,102.3813,6.8683,106.61,0.964
2013-09-19,84.114,7.9449,96.48,1.4005
2013-09-20,95.1328,5.7964,86.88,1.2062
2013-09-23,92.3483,4.1765,88.81,1.07
2013-09-24,91.2489,5.947,115.41,1.0582
2013-09-25,98.7963,7.5964,110.33,1.2568
2013-09-26,99.2625,6.1297,88.17,0.8502
2013-09-27,104.3823,7.2411,115.21,1.3534
2013-09-30,110.3943,5.6847,126.46,1.2787
2013-10-01,107.3784,6.4884,92.8,1.1661
2013-10-02,86.0742,8.0246,113.88,1.2474
2013-10-03,68.7624,6.1205,127.37,1.2297
2013-10-04,90.7978,10.4581,82.92,1.0727
2013-10-07,93.9239,6.9641,102.7,1.3155
2013-10-08,102.5258,8.9164,108.05,1.3404
2013-10-09,100.2702,4.7443,112.07,0.9423
2013-10-10,101.0942,8.5599,138.86,1.2336
2013-10-11,88.6335,9.7923,100.46,1.2218
2013-10-14,84.3907,7.559,106.55,1.3387
2013-10-15,96.2629,8.3374,132.96,1.2211
2013-10-16,115.8502,5.0144,110.63,1.0541
2013-10-17,91.385,6.845,114.47,1.134
2013-10-18,81.9959,3.3603,143.93,1.4156
2013-10-21,100.5662,5.9363,111.41,1.0231
2013-10-22,94.6374,9.0833,98.86,0.9657
2013-10-23,95.1482,2.4316,44.32,0.8241
2013-10-24,103.7179,6.9026,97.64,0.9223
2013-10-25,93.6063,9.0179,97.11,1.3132
2013-10-28,74.5448,9.0804,127.33,0.9444
2013-10-29,86.4384,6.5711,123.81,1.0772
2013-10-30,93.2676,5.8867,127.33,1.0633
2013-10-31,103.9474,7.1984,77.44,1.0088
2013-11-01,89.7092,6.9916,107.2,1.0986
2013-11-04,100.0927,8.7807,71.4,0.9561
2013-11-05,105.6646,7.4721,87.45,1.1129
2013-11-06,109.0598,5.4069,87.58,1.2451
2013-11-07,87.9355,7.337,55.77,0.9815
2013-11-08,95.6391,6.8958,128.66,0.9861
2013-11-11,96.5711,7.7786,134.58,0.9263
2013-11-12,92.6765,5.7459,145.12,0.8559
2013-11-13,110.1704,6.9363,105.6,1.319
2013-11-14,91.5216,7.3199,114.58,1.0726
2013-11-15,105.2216,6.6772,114.69,0.9451
2013-11-18,89.9279,7.5902,135.32,0.9604
2013-11-19,102.3149,7.5585,124.69,0.9091
2013-11-20,109.1193,7.2938,94.87,0.9478
2013-11-21,108.9499,9.0604,147.64,1.1028
2013-11-22,92.2063,8.1915,120.49,1.0623
2013-11-25,92.5121,7.4017,122.04,1.3137
2013-11-26,100.1904,6.7185,121.77,1.2546
2013-11-27,106.2414,5.9391,108.55,1.032
2013-11-28,93.5165,5.9652,136.04,1.1718
2013-11-29,104.0008,5.7496,161.56,1.2155
2013-12-02,80.572,4.9624,138.57,0.9845
2013-12-03,98.7304,6.2785,76.19,1.2774
2013-12-04,101.4064,9.068,86.88,1.137
2013-12-05,84.2673,7.0694,107.26,0.9444
2013-12-06,94.607,5.2152,111.52,0.9857
2013-12-09,104.7458,6.7918,132.53,1.067
2013-12-10,80.5252,7.2757,95.99,0.8729
2013-12-11,89.9028,6.6872,122.11,1.4307
2013-12-12,80.4982,7.201,91.25,1.262
2013-12-13,114.5529,8.1332,102.18,1.1973
