date,HKHSI,SH000001,SPX,IXIC,DJI
2024-05-06,18250.23,3456.66,4991.11,19995.69,30523.25
2024-05-07,22677.47,3172.48,4088.22,12247.86,35317.08
2024-05-08,21316.9,3717.23,4934.35,14596.45,40414.35
2024-05-09,20047.8,2669.08,4049.19,13757.62,33307.11
2024-05-10,26070.18,2976.46,3908.9,15165.36,35302.63
2024-05-13,21517.49,3427.5,4675.33,14452.27,35530.83
2024-05-14,18711.72,2907.36,4430.25,13423.15,33232.13
2024-05-15,20162.11,3584.12,4170.59,14601.59,32900.37
2024-05-16,16276.63,3283.26,4531.39,18395.36,34575.91
2024-05-17,15476.16,2600.32,5020.93,13315.04,40335.36
2024-05-20,19323.87,3602.67,4804.32,15152.04,32981.04
2024-05-21,18305.64,3284.3,4010.79,14133.97,36889.23
2024-05-22,17402.48,3113.21,5045.08,11912.55,27046.8
2024-05-23,19334.41,3658.71,3513.08,13837.95,36303.38
2024-05-24,19617.06,3434.1,5001.77,15486.83,30434.77
2024-05-27,23307.54,3658.02,4376.67,12757.02,35091.79
2024-05-28,20746.7,3616.8,3935.47,14471.68,28448.74
2024-05-29,18960.01,3498.09,4908.84,13600.27,32047.39
2024-05-30,21510.45,3183.85,3774.39,12863.95,31810.21
2024-05-31,18364.73,3188.15,4211.88,16549.64,39448.63
2024-06-03,13575.96,3071.52,4518.04,15313.44,37478.2
2024-06-04,23391.24,3125.12,4575.0,15752.53,30459.21
2024-06-05,17352.38,3949.72,3990.72,11441.65,37318.09
2024-06-06,24792.29,2812.9,4784.66,14262.84,33629.06
2024-06-07,18816.56,3521.01,4999.27,13743.42,35803.2
2024-06-10,19648.33,2699.18,4770.67,14281.54,33524.26
2024-06-11,20654.97,2833.37,4519.05,11160.15,39146.21
2024-06-12,22498.96,3195.92,4842.83,11545.25,38130.37
2024-06-13,24582.67,2855.22,5022.21,16490.47,37571.99
2024-06-14,24754.14,3425.67,4368.54,13001.64,29726.36
2024-06-17,19485.9,3548.51,3845.81,13877.68,38912.92
2024-06-18,20671.88,3361.59,4008.79,12160.54,31701.29
2024-06-19,22659.1,2429.19,4687.09,18926.15,36423.6
2024-06-20,26904.03,2654.99,4279.03,17618.74,35264.75
2024-06-21,17845.92,2620.21,4527.9,14177.47,31141.1
2024-06-24,18545.96,2858.42,4192.34,13450.59,42313.1
2024-06-25,18635.08,3552.98,4733.85,15706.06,34000.42
2024-06-26,18817.79,3622.88,4272.85,12108.42,35886.69
2024-06-27,19798.62,3238.89,3952.35,15483.66,36411.03
2024-06-28,21999.51,2461.28,4266.96,13465.89,33629.03
2024-07-01,15997.0,3674.58,4695.11,13005.76,34009.82
2024-07-02,17366.37,3556.34,5226.82,10898.23,38064.13
2024-07-03,19524.34,3826.64,4682.23,12318.44,30415.94
2024-07-04,21693.59,3102.82,5077.64,11596.15,31558.2
2024-07-05,16093.89,3383.62,4026.74,13750.69,41450.86
2024-07-08,22947.16,3565.42,4385.84,12070.27,34499.55
2024-07-09,16677.88,3985.68,4391.99,13114.41,32835.43
2024-07-10,24396.57,2786.8,4162.5,14006.95,31938.7
2024-07-11,25010.79,4004.93,4906.71,14962.4,38786.13
2024-07-12,20545.41,2609.31,4679.5,14926.03,33099.62
2024-07-15,18216.43,2447.72,4017.27,12021.41,31705.84
2024-07-16,22077.45,3118.9,4308.97,14724.95,43617.61
2024-07-17,22149.18,2853.63,3926.73,13472.57,37773.47
2024-07-18,17305.36,3244.43,5043.58,16262.74,38119.22
2024-07-19,19082.85,4091.97,3930.38,12268.31,33122.02
2024-07-22,21616.45,4146.88,4989.49,15187.08,39091.47
2024-07-23,19467.16,3646.4,5113.65,17496.77,39853.03
2024-07-24,20746.21,3211.29,5501.3,17302.18,39277.94
2024-07-25,24743.42,2795.5,5069.72,14663.7,33159.03
2024-07-26,21978.34,3604.16,4923.2,13517.51,29861.66
2024-07-29,16659.41,3596.91,4326.53,12668.86,31227.21
2024-07-30,12890.37,2520.56,4448.03,14943.86,42945.75
2024-07-31,20535.4,3469.7,3929.0,14072.91,37096.99
2024-08-01,16911.73,2780.4,5041.57,16231.49,40630.71
2024-08-02,21531.99,2379.05,5264.99,15384.53,29296.58
2024-08-05,15353.89,3307.19,4651.68,14951.82,30439.28
2024-08-06,18806.2,3320.12,4294.85,13575.57,40220.11
2024-08-07,24724.62,2717.78,4278.46,14841.59,35359.07
2024-08-08,20287.88,3481.3,4134.41,14354.47,33822.49
2024-08-09,16150.37,3156.22,4137.39,14482.08,33584.6
2024-08-12,16792.68,3199.14,4402.52,13395.71,37259.1
2024-08-13,13532.77,3326.24,4428.78,13292.48,38374.08
2024-08-14,15700.16,3389.68,4240.22,15716.31,29863.51
2024-08-15,25561.51,3769.64,5041.21,14167.08,37892.73
2024-08-16,21859.71,3036.8,4913.71,9346.41,34233.11
2024-08-19,17198.07,3561.11,5073.46,14857.4,31659.06
2024-08-20,18449.63,2642.61,5122.72,16984.84,40353.67
2024-08-21,18435.29,3176.11,4449.48,13208.78,34658.87
2024-08-22,17565.15,2870.47,4145.01,13483.81,40135.08
2024-08-23,15881.99,3582.97,5312.64,14867.63,37078.84
2024-08-26,24098.83,2505.9,4923.61,17536.99,34765.18
2024-08-27,27590.07,3388.26,4845.32,12924.13,37665.54
2024-08-28,24173.19,3291.6,4348.38,11742.54,37553.62
2024-08-29,22180.82,3196.17,4035.85,17248.05,34116.16
2024-08-30,27479.22,3455.22,4912.56,12088.36,41389.0
2024-09-02,16184.72,2931.06,4673.53,12750.58,35082.33
2024-09-03,13334.16,3117.78,4509.27,14413.92,29803.48
2024-09-04,15450.71,3492.51,4343.3,12934.72,33213.8
2024-09-05,22563.48,3601.37,3533.54,13146.02,37809.78
2024-09-06,22432.89,3351.16,4856.18,14566.87,40116.45
2024-09-09,19589.14,3993.43,4875.02,17615.22,31266.81
2024-09-10,23954.1,2918.44,4700.85,14689.6,35103.37
2024-09-11,19788.92,3458.91,4282.18,15672.43,33195.78
2024-09-12,17265.25,2537.04,5339.72,17236.7,32720.89
2024-09-13,19785.47,3127.69,3669.25,13642.45,33801.07
2024-09-16,15708.12,3191.59,4168.64,14778.97,36694.15
2024-09-17,22123.27,3291.51,5194.95,13153.0,34478.46
2024-09-18,21721.13,3326.9,4719.82,17671.76,32733.29
2024-09-19,18278.28,2926.7,4574.89,12850.99,36060.38
2024-09-20,22675.95,3280.62,4242.11,11616.0,35246.24
2024-09-23,19487.41,3498.68,4690.59,11417.89,41618.83
2024-09-24,17756.79,3138.97,4049.54,12841.77,39599.9
2024-09-25,24381.42,3120.08,4318.26,16068.92,34788.38
2024-09-26,15879.75,2742.79,5228.02,14257.02,34247.92
2024-09-27,22051.22,3258.98,5174.73,9453.92,37212.8
2024-09-30,21501.16,3910.87,4063.94,9975.38,36329.18
2024-10-01,19850.8,3195.05,3715.5,14552.71,34907.54
2024-10-02,17819.98,2546.75,4243.42,11459.08,36613.58
2024-10-03,25080.75,2633.11,4313.41,12097.4,34105.89
2024-10-04,20514.91,2913.67,5150.72,10564.59,30821.87
2024-10-07,21933.18,2918.77,4606.25,12425.39,29654.66
2024-10-08,16879.55,3756.1,4044.11,14673.98,40747.27
2024-10-09,21385.77,3346.13,5106.47,16832.67,35259.42
2024-10-10,18474.06,3326.22,4153.58,11362.63,35988.81
2024-10-11,18912.3,3174.73,3730.92,13168.25,41439.53
2024-10-14,20737.79,3755.59,4063.14,12205.15,38223.99
2024-10-15,19351.43,3014.72,4834.28,12790.09,34121.92
2024-10-16,18338.04,3003.43,4602.31,16061.38,40349.05
2024-10-17,16290.95,2824.53,4010.79,10188.57,29616.46
2024-10-18,23147.06,3277.44,3794.64,12872.24,24515.35
2024-10-21,19732.16,3695.34,4519.66,11115.19,38350.26
2024-10-22,23637.23,3520.38,3521.31,14113.96,22191.76
2024-10-23,17864.68,3907.81,4182.6,9707.03,37904.7
2024-10-24,20021.87,3016.33,4784.96,13706.73,30397.06
2024-10-25,20961.29,3746.91,4786.62,18879.06,30046.16
2024-10-28,18440.35,3769.49,4344.63,16444.75,35453.06
2024-10-29,18331.41,2718.28,4129.2,15422.55,37909.41
2024-10-30,18217.25,3331.08,4495.84,13188.3,33489.19
2024-10-31,21421.17,3284.31,4958.45,14782.56,44959.59
2024-11-01,22847.73,3492.42,5662.67,12215.77,33815.26
2024-11-04,19690.45,3540.86,4338.79,17325.95,35937.02
2024-11-05,22769.47,3657.21,4747.4,14423.06,37791.57
2024-11-06,13037.6,3457.34,4403.5,11791.73,37295.44
2024-11-07,22265.01,2725.14,4690.48,12366.58,36895.48
2024-11-08,18131.3,3107.12,4697.75,15056.62,40379.12
2024-11-11,19389.56,2017.62,4873.01,18211.18,39165.51
2024-11-12,23975.91,3045.89,4064.61,12981.02,32270.85
2024-11-13,23384.0,3024.38,5362.06,11372.61,36527.26
2024-11-14,25350.09,3864.91,5103.48,12819.83,29352.8
2024-11-15,22235.89,3283.49,4083.38,16688.09,33548.49
2024-11-18,20233.39,3261.26,4491.76,15977.47,37033.07
2024-11-19,21373.29,2839.57,4934.73,13627.16,28229.06
2024-11-20,15343.14,3096.91,4989.99,13347.24,40732.03
2024-11-21,26826.34,3267.02,5129.47,14221.45,36798.78
2024-11-22,21477.05,3145.12,4090.07,12782.35,34508.35
2024-11-25,16893.08,3934.59,4062.54,13322.56,39067.23
2024-11-26,24500.49,2800.68,4614.83,17353.59,35914.83
2024-11-27,19230.53,2872.2,4820.35,10640.5,33647.41
2024-11-28,15476.71,3685.52,6016.4,13773.47,31269.2
2024-11-29,17976.13,2922.89,3417.53,11660.66,31087.44
2024-12-02,27528.55,3137.99,4577.16,13860.73,32937.43
2024-12-03,22686.14,3330.73,4550.33,13529.38,29911.29
2024-12-04,16956.5,3337.76,5123.91,13744.8,29273.99
2024-12-05,20878.13,2691.38,4887.28,13594.96,33145.3
2024-12-06,21111.64,2496.9,5036.13,16813.38,39037.89
2024-12-09,19943.41,2995.85,4219.87,16879.62,39153.37
2024-12-10,20046.45,2721.72,3666.38,16091.14,32361.86
2024-12-11,15853.84,2811.09,4265.31,11599.92,30618.97
2024-12-12,21212.9,3138.63,4653.84,11259.64,31222.04
2024-12-13,20277.84,3427.32,4993.24,15154.47,36369.99
2024-12-16,24291.88,3703.72,6204.31,15789.44,42296.74
2024-12-17,24479.92,3286.46,4229.0,11968.71,33058.59
2024-12-18,20149.47,3543.06,4150.07,13514.21,29165.56
2024-12-19,16934.05,2511.7,4778.4,16002.05,32956.38
2024-12-20,17096.8,3871.89,4299.06,9329.52,32809.62
2024-12-23,12337.79,3100.77,4449.25,14530.17,35057.7
2024-12-24,20003.74,3155.49,4904.04,11561.3,31008.53
2024-12-25,19829.36,3428.46,3996.93,14810.33,28477.32
2024-12-26,17873.17,3170.19,4405.14,12740.32,30666.15
2024-12-27,20188.47,3070.16,4806.15,15582.82,37620.88
2024-12-30,24535.07,3577.32,4403.37,14816.72,32250.3
2024-12-31,22366.48,4019.06,4772.58,13902.62,34826.47
2025-01-01,18712.47,3442.69,4529.23,11368.32,48324.18
2025-01-02,23996.45,2708.42,4358.02,15450.16,35307.78
2025-01-03,20245.62,3625.52,4512.06,16019.95,37579.7
2025-01-06,20315.43,2787.05,5032.67,9300.53,31365.1
2025-01-07,23069.06,3561.09,4459.41,15768.47,29798.08
2025-01-08,19466.02,3130.56,5329.57,13628.49,41165.03
2025-01-09,22474.16,3240.62,4098.38,13372.96,31663.83
2025-01-10,18247.48,2489.09,4150.32,13511.23,34527.47
2025-01-13,16707.45,2932.79,5606.19,11751.34,39765.69
2025-01-14,18524.6,3268.67,4403.18,17699.75,40482.16
2025-01-15,21844.66,3975.34,4351.56,12061.57,31627.84
2025-01-16,22329.79,2986.49,5378.08,14972.31,35930.94
2025-01-17,20400.74,3043.25,4327.48,15012.61,32379.74
2025-01-20,23698.35,3264.99,4901.8,17012.18,34144.64
2025-01-21,21831.48,3517.23,5170.74,12047.6,28987.93
2025-01-22,13236.14,3640.52,5435.8,12788.63,36272.93
2025-01-23,22614.02,3129.76,5275.21,13025.03,31347.38
2025-01-24,24630.12,2598.94,5064.66,16226.49,36860.69
2025-01-27,16187.23,3232.58,4341.31,12629.43,32679.64
2025-01-28,12511.17,3294.88,3277.42,12243.43,26070.98
2025-01-29,20685.6,2869.95,3361.07,12823.81,45930.98
2025-01-30,21100.75,3302.01,4189.29,13266.03,32946.62
2025-01-31,17373.71,3335.94,4962.51,11425.41,36718.19
2025-02-03,16530.63,3919.87,3492.24,15433.03,34065.77
2025-02-04,21261.79,2471.65,4480.41,15730.1,28844.86
2025-02-05,22914.33,2531.81,4665.41,15320.1,29677.59
2025-02-06,21415.88,3230.07,4459.58,15416.05,33129.19
2025-02-07,16901.4,2687.01,4549.87,13181.43,35601.01
2025-02-10,20816.19,2869.26,4362.29,17725.64,35404.05
2025-02-11,16758.33,3085.41,5172.45,14094.29,31414.19
2025-02-12,22106.13,3540.28,4300.89,12430.42,39630.67
2025-02-13,23030.5,2978.83,4570.17,12644.14,38436.34
2025-02-14,19764.74,4117.68,3519.72,12405.08,34212.28
2025-02-17,21242.62,3853.45,3935.13,14923.8,29415.27
2025-02-18,21243.13,3180.46,3558.68,16467.67,39726.39
2025-02-19,19317.96,3170.91,4203.92,15014.75,30779.31
2025-02-20,20630.11,3253.28,5755.69,14853.38,31941.29
2025-02-21,22639.82,3090.96,3851.82,14472.2,37377.64
2025-02-24,18171.55,3790.63,4556.08,14218.48,32237.92
2025-02-25,22737.52,3122.51,4021.29,20247.13,34567.71
2025-02-26,19720.27,2767.92,4263.77,14752.12,25038.19
2025-02-27,20017.31,2953.85,4352.28,12976.1,40665.68
2025-02-28,18326.54,2777.71,3753.67,10074.1,36106.21
2025-03-03,18096.09,3424.99,4696.11,10998.06,39972.12
2025-03-04,21019.03,3921.77,3873.81,16491.86,30968.19
2025-03-05,16577.74,3766.27,4708.64,14925.31,38915.72
2025-03-06,14475.13,3436.36,4912.63,16015.97,35787.97
2025-03-07,20646.62,2944.2,5490.86,11496.22,32250.14
2025-03-10,22032.4,2985.67,4832.05,14784.09,32680.39
2025-03-11,22815.4,2851.72,4087.97,14042.95,33070.23
2025-03-12,22265.07,3086.94,6294.5,13502.2,33678.96
2025-03-13,19558.27,3006.27,4943.31,12246.81,36127.39
2025-03-14,17286.39,3355.91,3876.56,12699.67,31774.24
2025-03-17,22538.93,3580.15,4279.61,10964.83,30613.97
2025-03-18,17815.2,2888.95,4076.78,14390.62,34990.86
2025-03-19,24824.45,3069.46,4631.71,13867.33,35967.0
2025-03-20,22394.47,3526.16,4037.3,14224.55,34571.36
2025-03-21,22375.78,2976.26,5224.7,16135.49,41101.9
2025-03-24,20453.57,2766.92,4056.71,16807.17,34331.49
2025-03-25,18412.18,3423.67,5011.65,14278.78,37867.65
2025-03-26,20002.69,2588.63,4480.43,15389.51,36751.07
2025-03-27,25323.45,2483.2,4877.63,11697.41,35263.08
2025-03-28,19703.63,2721.02,3963.34,13306.66,36196.42
2025-03-31,22607.83,3473.97,4239.74,9608.94,39310.72
2025-04-01,15673.42,2940.22,4594.82,15731.67,37596.39
2025-04-02,21419.52,3458.91,4717.23,13507.4,35914.82
2025-04-03,16307.4,2309.63,5183.68,17464.02,32141.98
2025-04-04,18391.81,2484.37,4067.63,14823.91,31779.88
2025-04-07,25121.52,3664.01,3432.66,10444.9,39184.41
2025-04-08,19964.88,2927.45,4081.39,13881.2,37381.49
2025-04-09,20097.05,3545.29,4668.67,13381.86,34294.23
2025-04-10,21713.49,2980.3,3667.87,14541.52,35325.64
2025-04-11,20632.68,3570.68,4166.06,12029.79,35864.2
2025-04-14,23243.73,3770.79,4281.86,13205.14,40050.38
2025-04-15,24852.72,3758.99,4681.03,15289.43,29539.22
2025-04-16,23183.06,3689.4,4077.41,11344.02,33865.15
2025-04-17,23832.78,3604.16,4407.83,13695.36,41847.21
2025-04-18,17356.26,3151.38,4343.92,13227.34,41952.36
2025-04-21,21064.48,2925.73,5392.67,10500.55,36316.73
2025-04-22,19997.89,3210.98,5037.21,16450.98,37611.23
2025-04-23,15416.25,3197.69,4207.83,13054.17,33122.29
2025-04-24,22955.06,4069.21,4986.91,13871.54,33624.5
2025-04-25,18178.32,2754.98,4920.66,14317.72,39698.96
2025-04-28,22822.72,3144.68,4819.89,14040.37,38402.81
2025-04-29,19641.25,3525.41,3996.55,13010.19,29793.56
2025-04-30,17331.66,3151.09,4061.2,17491.46,37117.66
2025-05-01,24277.34,3279.16,4614.66,15159.61,29646.1
2025-05-02,22857.76,3526.09,4738.4,13776.56,34828.94
2025-05-05,15255.31,3407.08,3938.8,12960.22,39047.69
2025-05-06,16782.95,3294.32,4088.28,14389.24,28209.1
2025-05-07,20750.18,2715.43,4049.68,12499.73,18548.39
2025-05-08,19271.33,3880.59,4927.32,13236.9,33505.9
2025-05-09,23679.2,3034.72,3089.74,12718.16,34513.59
2025-05-12,19718.03,3092.4,3681.62,17252.75,35425.96
2025-05-13,15731.13,2588.92,4510.23,15714.46,31925.39
2025-05-14,22006.05,3321.77,4733.44,14315.14,36761.59
2025-05-15,22761.57,3290.35,4114.14,17775.4,36387.59
2025-05-16,20603.0,3516.14,4519.11,14415.98,26296.2
2025-05-19,23787.82,2702.45,4710.78,14990.52,32918.69
2025-05-20,20365.06,3035.07,3770.53,14240.91,37008.93
2025-05-21,21209.46,3769.02,5266.93,12856.62,35650.21
2025-05-22,18003.66,2941.83,5183.52,15681.48,34921.57
2025-05-23,22796.06,3227.43,5149.18,13675.05,31609.45
2025-05-26,17622.28,2581.28,4623.25,14214.79,36621.57
2025-05-27,19082.11,3310.48,3983.24,15153.32,41893.09
2025-05-28,18982.26,2864.22,4180.81,12890.71,35941.34
2025-05-29,17628.81,3365.6,4715.48,13803.53,31798.02
2025-05-30,19834.34,2043.19,5051.8,12526.05,34153.75
2025-06-02,20087.53,2263.52,4256.04,12764.99,33963.61
2025-06-03,22025.6,2978.04,4272.64,12843.04,40343.59
2025-06-04,15937.45,2689.95,3671.98,12394.77,38688.71
2025-06-05,23519.71,2984.37,3872.1,11027.46,34907.84
2025-06-06,23540.13,3282.56,5164.55,13288.64,37791.8
2025-06-09,19982.23,3501.06,5224.84,14740.08,38666.13
2025-06-10,23425.03,3195.61,4664.61,15838.34,35159.89
2025-06-11,15032.99,3076.5,4433.32,15593.67,32318.02
2025-06-12,24106.59,3507.57,5141.8,12084.32,32952.84
2025-06-13,15873.8,2723.3,5636.58,11637.96,34538.81
2025-06-16,22317.41,4001.9,5804.05,11110.59,37123.33
2025-06-17,20347.74,3264.55,4263.34,13318.79,33211.31
2025-06-18,23355.06,3036.52,3894.74,17437.26,33610.44
2025-06-19,20733.7,3223.51,3932.04,15143.41,29300.02
2025-06-20,23571.99,3477.5,4602.2,12908.31,35408.36
2025-06-23,20683.67,3714.59,4331.23,13309.83,37107.58
2025-06-24,19463.23,3007.63,3989.55,13390.51,39477.06
2025-06-25,14780.51,2684.67,4537.53,11629.56,38978.24
2025-06-26,19870.04,3924.54,4287.67,14564.69,38222.11
2025-06-27,17252.87,3033.23,5328.52,17097.16,34638.68
2025-06-30,21578.94,3320.98,3839.83,15298.97,38051.71
2025-07-01,17145.06,3937.85,3911.34,14852.21,35372.6
2025-07-02,23899.7,3466.37,4278.49,14663.84,30039.52
2025-07-03,24176.71,3495.17,4619.57,11225.85,40299.35
2025-07-04,27792.22,3851.24,4556.79,14574.12,38771.21
2025-07-07,24476.49,2943.03,4121.48,19251.79,37975.73
2025-07-08,13118.2,3692.2,4751.39,12204.46,39434.45
2025-07-09,24951.54,3360.03,3452.42,13509.11,30469.81
2025-07-10,15823.04,2654.53,4404.77,14038.35,29142.95
2025-07-11,16625.48,3538.87,4289.49,16341.98,35998.53
2025-07-14,19059.45,3462.14,4205.7,16591.1,27202.71
2025-07-15,18106.59,3290.92,4824.68,11786.86,32076.59
2025-07-16,20965.13,2894.08,4674.74,13477.66,35639.29
2025-07-17,22883.88,3160.62,4665.87,13003.04,36953.74
2025-07-18,17543.07,3127.97,5826.2,15134.78,38587.45
2025-07-21,23473.38,3854.52,5136.16,13352.9,31191.28
2025-07-22,17497.07,2799.37,4508.86,16611.96,40212.29
2025-07-23,17833.07,3408.68,4351.11,11141.14,30953.1
2025-07-24,18406.75,2939.73,3229.98,13032.48,33725.78
2025-07-25,27815.06,2755.02,4602.13,16442.37,33186.98
2025-07-28,21819.32,2718.82,4580.93,12959.87,27655.31
2025-07-29,21300.26,3063.5,4204.18,13876.21,38097.43
2025-07-30,16888.37,3164.38,3846.77,13301.9,30637.07
2025-07-31,17974.28,3046.04,5223.17,12357.94,31296.52
2025-08-01,15567.54,3411.25,4887.16,11908.57,33329.33
2025-08-04,19832.43,3597.31,5154.32,13336.98,35928.36
2025-08-05,19445.12,3413.3,5053.44,12796.0,42039.34
2025-08-06,21007.57,3252.82,5492.66,14029.87,35851.9
2025-08-07,17176.99,3365.3,5257.61,14941.27,35821.64
2025-08-08,24028.07,3266.62,4310.09,16321.81,36192.94
2025-08-11,23726.67,2987.48,5209.06,16454.98,33730.23
2025-08-12,23008.49,2807.97,4635.55,12842.31,39987.29
2025-08-13,22303.49,3521.92,5125.53,9552.7,34513.8
2025-08-14,16010.95,3800.62,5146.75,9682.54,36869.53
2025-08-15,14234.37,3087.23,4863.62,13237.4,39199.3
2025-08-18,19895.46,2862.97,5478.74,13904.91,30778.91
2025-08-19,23909.94,3863.71,4726.55,15712.6,32477.84
2025-08-20,15994.54,2819.25,4557.24,14872.63,33594.47
2025-08-21,21258.4,2818.52,4804.71,12133.87,34898.36
2025-08-22,19095.32,2664.14,4683.79,11491.99,32659.39
2025-08-25,24396.94,2812.91,4891.72,13437.67,36140.24
2025-08-26,14881.14,3623.28,4322.06,15654.33,34116.88
2025-08-27,14563.12,3318.49,5846.01,14628.09,36681.43
2025-08-28,18762.65,3013.87,4076.8,11867.64,42290.49
2025-08-29,22469.96,3327.42,5162.27,16119.5,29276.45
2025-09-01,19990.21,2853.23,4063.96,11509.16,33806.47
2025-09-02,22029.03,3403.53,4486.66,14644.37,38694.28
2025-09-03,18833.11,3023.91,3471.48,14538.79,32807.57
2025-09-04,19150.84,3827.15,5021.12,10819.12,28749.53
2025-09-05,17609.03,3364.15,3933.56,14435.88,39189.46
2025-09-08,17318.84,3425.62,4820.58,13012.91,34378.06
2025-09-09,18939.53,3502.67,4834.26,15729.67,33262.66
2025-09-10,20334.28,2582.45,4367.4,15956.62,36872.64
2025-09-11,19448.53,3471.78,5253.36,10890.33,40609.99
2025-09-12,17837.3,3262.82,4824.52,16217.67,33864.03
2025-09-15,17580.47,2232.31,5010.46,13452.89,38073.55
2025-09-16,15557.87,2911.54,4495.15,15184.8,35534.35
2025-09-17,18743.37,2833.53,3899.12,12967.78,32347.47
2025-09-18,19752.64,2877.51,3590.27,11068.56,40649.73
2025-09-19,20044.15,3483.63,5453.06,15483.64,32426.08
2025-09-22,19728.08,3153.43,4493.16,13839.61,34987.36
2025-09-23,17183.93,3000.5,3797.47,15572.89,38016.48
2025-09-24,18523.61,3284.17,4071.29,15329.12,28382.83
2025-09-25,20762.8,2699.81,4437.75,12983.16,39162.69
2025-09-26,24215.15,3565.18,4081.56,10760.77,32650.32
2025-09-29,19578.11,3608.64,4640.41,11102.18,31951.6
2025-09-30,20327.15,4091.52,4442.29,12968.03,40522.13
2025-10-01,22479.11,3324.12,3916.53,12858.86,29748.69
2025-10-02,17568.2,3021.51,4309.85,13572.52,38229.64
2025-10-03,22872.53,3046.02,5170.03,15365.77,29523.66
2025-10-06,18726.03,3397.58,4771.32,14976.81,26115.6
2025-10-07,21516.07,3051.27,4528.59,13990.95,38219.99
2025-10-08,21908.1,3315.49,3359.05,16070.38,34031.38
2025-10-09,17514.11,2726.4,4615.24,15643.23,36736.92
2025-10-10,18726.98,3008.6,3852.11,12785.13,38403.79
2025-10-13,20441.29,2939.78,5059.77,16212.31,33638.54
2025-10-14,26112.24,3930.95,5200.45,14421.85,29290.31
2025-10-15,18166.04,3112.06,4828.05,13631.82,24856.32
2025-10-16,17190.11,3297.78,4336.79,15175.66,36174.63
2025-10-17,23794.71,4010.82,5321.78,12232.29,33283.55
2025-10-20,21425.14,2879.42,5030.03,15008.55,33411.53
2025-10-21,25650.7,3377.72,4330.26,14611.98,32279.44
2025-10-22,18701.19,3102.49,3668.59,12912.91,37171.76
2025-10-23,21813.5,2745.75,4804.13,12855.4,26519.85
2025-10-24,20743.81,3494.38,5140.58,14450.01,27466.87
2025-10-27,24161.24,3160.9,4265.2,14065.63,35078.77
2025-10-28,26720.68,3039.21,3836.4,13229.69,36038.1
2025-10-29,21191.03,3088.66,4911.17,11596.75,30774.72
2025-10-30,24301.42,3523.0,4165.31,12830.24,35534.79
2025-10-31,25507.44,3346.29,5437.02,15486.07,41973.58
2025-11-03,17426.37,2958.49,3924.24,14761.83,30911.92
2025-11-04,23627.12,3042.23,3925.25,14730.45,35335.94
2025-11-05,17607.89,2971.2,4658.31,18096.1,38296.89
2025-11-06,15996.52,3476.57,5201.48,12611.46,35097.65
2025-11-07,23447.15,2743.96,3901.37,12316.57,36383.55
2025-11-10,19063.78,3334.79,4023.82,12281.4,39387.24
2025-11-11,18564.65,3400.66,4928.99,15074.43,26218.54
2025-11-12,18228.99,2981.29,5272.56,15384.27,29491.48
2025-11-13,14530.09,3162.85,5235.66,15468.82,32034.22
2025-11-14,17710.62,3122.82,5098.6,8909.28,35525.45
2025-11-17,17135.45,2904.02,5416.29,15494.96,40722.75
2025-11-18,16087.31,3046.22,4158.73,15036.67,33186.18
2025-11-19,23022.45,3630.38,4518.24,14033.27,37039.14
2025-11-20,21348.75,3625.51,5190.3,19555.19,41998.95
2025-11-21,17843.65,3381.14,4661.83,16531.47,32955.49
2025-11-24,21211.51,3351.4,4637.51,13052.95,34670.91
2025-11-25,15475.49,3359.38,4747.52,15428.11,32607.3
2025-11-26,20006.27,3641.1,4517.42,15724.71,33742.95
2025-11-27,19930.73,2817.89,4288.37,18355.89,29423.89
2025-11-28,16477.6,3038.41,4015.12,16739.29,40723.46
2025-12-01,21831.67,2998.55,4265.05,11958.79,39580.39
2025-12-02,19540.14,3046.02,4955.33,13306.18,34311.65
2025-12-03,14335.58,3037.0,4266.78,13663.07,41854.6
2025-12-04,19480.83,2443.28,4357.7,11433.88,36482.91
2025-12-05,19948.38,2900.75,5117.35,9539.25,26589.73
2025-12-08,15176.87,3479.03,4479.55,14505.6,33541.28
2025-12-09,17517.44,3080.71,4033.22,13684.3,34727.72
2025-12-10,20511.83,3354.88,4527.85,15595.86,35877.69
2025-12-11,20664.17,3068.24,5013.61,12489.32,36539.73
2025-12-12,28173.64,3478.67,3864.37,13791.18,28454.05
2025-12-15,17490.63,3538.22,4143.52,13832.25,30945.08
2025-12-16,17251.9,3926.08,4114.46,14906.26,29078.97
2025-12-17,21260.43,3443.01,4339.55,15449.96,30834.19
2025-12-18,21787.82,3106.78,5695.77,16091.53,33975.61
2025-12-19,16684.99,3909.45,5029.42,15140.83,31665.53
2025-12-22,19046.81,4033.55,5051.74,18037.1,42242.27
2025-12-23,23120.63,2909.46,5086.49,10183.07,34773.73
2025-12-24,19119.24,3092.08,3878.82,14548.68,36477.32
2025-12-25,19602.1,3436.78,4842.62,14780.91,31021.34
