date,黄金,白银,原油,铜
2025-04-15,406.25,5891.71,62.47,10075.27
2025-04-16,466.76,5811.4,101.3,9052.67
2025-04-17,476.34,4780.76,107.01,9669.69
2025-04-18,524.36,5834.47,111.36,9596.29
2025-04-21,513.99,5372.98,94.61,7583.06
2025-04-22,461.95,5370.13,72.55,7572.63
2025-04-23,406.14,5507.78,87.16,7963.81
2025-04-24,493.4,6281.69,61.42,8273.15
2025-04-25,418.11,5857.95,63.61,5010.48
2025-04-28,379.01,7109.86,75.97,9370.42
2025-04-29,434.98,5412.31,82.81,8135.89
2025-04-30,382.2,4925.09,79.64,8865.25
2025-05-01,541.9,6066.62,94.39,8707.31
2025-05-02,501.94,3990.14,73.26,6959.64
2025-05-05,514.86,6923.68,85.31,8652.29
2025-05-06,424.53,7329.48,57.19,9141.55
2025-05-07,439.4,6727.96,88.9,9202.71
2025-05-08,455.47,6041.27,70.23,8624.04
2025-05-09,424.51,5437.36,75.23,12949.64
2025-05-12,446.46,6077.48,86.46,8900.35
2025-05-13,466.09,4998.45,79.28,10239.77
2025-05-14,409.43,5925.2,58.89,6647.97
2025-05-15,442.28,5725.79,91.44,10046.78
2025-05-16,508.17,6091.9,57.31,9010.53
2025-05-19,453.04,4739.49,74.35,10895.58
2025-05-20,356.98,5890.73,79.97,8507.43
2025-05-21,398.98,5337.83,85.7,7186.19
2025-05-22,410.66,4879.49,79.37,4786.03
2025-05-23,422.47,5032.86,84.89,9175.06
2025-05-26,455.14,5679.06,104.13,10588.2
2025-05-27,400.79,5872.46,67.9,8802.6
2025-05-28,523.42,3084.78,94.75,8477.07
2025-05-29,435.03,5070.67,62.65,8081.68
2025-05-30,470.36,6723.72,71.54,9228.15
2025-06-02,402.15,6968.48,64.39,8512.29
2025-06-03,342.45,5871.72,54.23,8002.66
2025-06-04,469.49,5390.57,103.13,9879.69
2025-06-05,485.92,5002.62,82.0,12774.57
2025-06-06,495.59,6925.4,91.82,8374.85
2025-06-09,440.87,5479.78,70.43,9298.3
2025-06-10,455.52,6135.45,79.52,10848.95
2025-06-11,404.72,4397.04,97.49,8328.93
2025-06-12,366.68,4969.45,83.51,11615.26
2025-06-13,450.03,6745.88,68.21,5796.81
2025-06-16,471.49,6129.31,67.62,7958.81
2025-06-17,469.88,5675.05,74.6,9760.42
2025-06-18,489.16,4296.23,112.61,8410.4
2025-06-19,495.45,5885.2,105.39,5373.65
2025-06-20,486.6,5940.55,63.03,10963.9
2025-06-23,484.82,6409.23,79.16,11507.24
2025-06-24,459.62,4509.81,83.6,11532.21
2025-06-25,418.81,4638.19,86.33,8632.37
2025-06-26,348.15,5567.19,50.09,6439.39
2025-06-27,457.71,5511.81,83.93,9887.29
2025-06-30,516.43,5268.03,88.51,9283.97
2025-07-01,472.09,5072.17,69.84,5976.25
2025-07-02,546.05,4731.04,86.34,7886.98
2025-07-03,484.65,5483.24,100.87,8034.67
2025-07-04,350.99,4605.51,77.61,8639.0
2025-07-07,506.37,5186.6,84.9,10291.12
2025-07-08,408.77,5954.86,95.32,7717.81
2025-07-09,450.59,4826.82,77.27,10139.03
2025-07-10,435.29,5293.92,78.16,9526.83
2025-07-11,454.1,7121.56,86.0,9418.61
2025-07-14,538.05,4532.85,57.97,10163.11
2025-07-15,516.98,5075.4,48.14,9703.52
2025-07-16,389.52,5627.25,87.14,10613.59
2025-07-17,479.6,6533.83,79.41,8658.64
2025-07-18,423.44,6105.6,81.62,7088.15
2025-07-21,522.83,6516.14,79.01,11493.47
2025-07-22,539.22,6151.91,100.02,9960.76
2025-07-23,441.83,4957.11,94.93,9895.1
2025-07-24,511.74,5076.57,87.35,10553.86
2025-07-25,517.41,5446.09,97.29,6725.23
2025-07-28,502.69,5667.06,70.85,12385.29
2025-07-29,521.61,6390.53,60.74,9780.28
2025-07-30,460.66,5185.26,90.97,7760.25
2025-07-31,485.42,5770.23,50.24,8354.09
2025-08-01,465.79,6171.92,64.82,9575.58
2025-08-04,472.13,4233.15,48.41,9704.56
2025-08-05,467.58,5741.23,70.94,8547.71
2025-08-06,362.74,5554.27,87.58,9159.37
2025-08-07,458.24,5197.42,73.17,9527.67
2025-08-08,519.86,5098.11,61.36,6548.67
2025-08-11,401.13,3754.57,71.48,7555.39
2025-08-12,440.06,4318.73,66.7,7857.51
2025-08-13,315.18,5446.59,102.59,9109.81
2025-08-14,479.07,4928.94,92.55,8901.56
2025-08-15,465.47,6297.33,74.17,11277.19
2025-08-18,504.22,4755.35,95.76,8896.48
2025-08-19,535.38,4823.74,87.62,7081.29
2025-08-20,417.66,6212.24,85.66,9038.14
2025-08-21,424.08,5431.5,71.54,4626.13
2025-08-22,485.51,6168.96,93.8,8653.22
2025-08-25,433.94,4912.36,83.42,6995.98
2025-08-26,490.08,4695.96,74.69,10738.04
2025-08-27,374.41,6429.82,77.56,11975.55
2025-08-28,443.12,6089.49,68.91,8063.81
2025-08-29,402.55,4566.77,56.76,7127.72
2025-09-01,378.85,4819.11,66.9,10525.82
2025-09-02,461.9,7247.71,86.64,9441.78
2025-09-03,399.25,5673.85,77.1,8733.2
2025-09-04,424.14,7428.51,103.06,8496.24
2025-09-05,427.69,5622.7,76.78,8596.36
2025-09-08,309.76,5502.37,66.19,8217.54
2025-09-09,484.58,5904.23,90.7,10147.19
2025-09-10,466.46,6610.55,81.55,10589.7
2025-09-11,459.88,5529.43,73.75,9198.61
2025-09-12,433.53,5346.08,71.29,10378.68
2025-09-15,519.19,5323.57,77.07,9414.27
2025-09-16,466.05,5257.81,72.9,9354.37
2025-09-17,397.07,5829.11,100.75,8057.14
2025-09-18,469.8,6673.42,87.52,10011.94
2025-09-19,507.86,5949.24,75.1,9676.29
2025-09-22,445.14,5062.27,74.94,11045.07
2025-09-23,447.66,5323.12,72.85,10997.58
2025-09-24,473.67,4956.5,95.28,8236.73
2025-09-25,488.86,5480.36,85.12,8819.3
2025-09-26,473.65,4390.46,63.85,10018.27
2025-09-29,433.97,6141.62,72.14,8057.93
2025-09-30,483.98,5643.37,60.83,10219.26
2025-10-01,440.37,5164.23,86.45,8454.75
2025-10-02,437.63,5450.61,80.13,9756.66
2025-10-03,511.64,5467.92,113.92,11166.61
2025-10-06,434.91,5637.12,78.26,8989.51
2025-10-07,409.73,5573.91,73.58,8096.18
2025-10-08,477.61,6263.48,75.83,10166.49
2025-10-09,404.49,6129.9,57.24,9900.28
2025-10-10,507.59,3920.29,82.76,10481.18
2025-10-13,455.31,5709.94,65.86,8517.7
2025-10-14,501.68,7231.59,73.34,9097.1
2025-10-15,451.06,5019.61,91.47,8300.89
2025-10-16,399.81,5796.89,83.36,11833.52
2025-10-17,308.85,5163.97,76.54,8272.62
2025-10-20,404.08,4235.8,86.28,11049.29
2025-10-21,506.48,6447.74,59.19,8121.42
2025-10-22,425.52,6068.35,70.61,8962.92
2025-10-23,493.46,3776.33,89.42,8319.63
2025-10-24,503.66,5293.6,74.39,10999.33
2025-10-27,366.13,5908.95,86.66,9311.33
2025-10-28,427.93,5985.64,89.2,9223.1
2025-10-29,442.14,4358.22,100.42,9607.73
2025-10-30,521.23,6036.95,95.91,7143.0
2025-10-31,527.98,5611.4,102.93,8443.29
2025-11-03,412.5,4400.21,89.79,9517.88
2025-11-04,482.06,5286.84,61.81,7007.88
2025-11-05,465.8,6005.57,84.4,11295.83
2025-11-06,393.73,6263.91,55.78,9306.22
2025-11-07,504.06,5362.09,68.13,11675.3
2025-11-10,534.11,6585.89,77.1,9868.73
2025-11-11,396.35,5504.41,81.95,10055.45
2025-11-12,481.71,5793.36,78.99,11379.36
2025-11-13,414.26,6140.64,75.64,9302.35
2025-11-14,502.2,4763.32,63.44,7578.18
2025-11-17,503.94,5568.96,42.88,8927.51
2025-11-18,431.35,4601.42,81.34,9100.25
2025-11-19,439.67,4302.88,79.59,7339.12
2025-11-20,529.35,4987.69,98.77,8216.43
2025-11-21,438.84,4910.29,80.8,9132.18
2025-11-24,502.12,5441.55,31.54,10466.71
2025-11-25,361.07,5922.12,73.32,9273.97
2025-11-26,374.24,5440.54,107.11,9559.64
2025-11-27,501.45,4967.26,85.76,13770.27
2025-11-28,460.03,5680.0,76.98,9133.9
2025-12-01,432.4,4745.85,85.86,10115.15
2025-12-02,391.77,5474.79,70.58,10954.05
2025-12-03,457.47,6440.09,113.81,9365.01
2025-12-04,379.27,5406.7,79.68,11554.03
2025-12-05,437.7,3851.41,94.17,3139.47
2025-12-08,478.89,3557.9,100.43,9191.11
2025-12-09,431.3,6182.78,79.53,9012.55
2025-12-10,365.95,6039.11,85.48,9246.17
2025-12-11,360.75,5467.47,80.82,9860.96
2025-12-12,421.42,6359.64,77.08,5749.11
2025-12-15,331.57,5837.1,71.78,9705.51
2025-12-16,483.45,5955.37,91.52,9436.05
2025-12-17,408.1,4813.87,92.25,6674.0
2025-12-18,412.01,6441.21,77.82,10754.5
2025-12-19,425.25,7011.28,89.93,10615.81
2025-12-22,404.6,6752.9,67.84,5668.89
2025-12-23,510.13,5676.98,87.52,7430.59
2025-12-24,410.01,5819.14,82.44,7515.08
2025-12-25,382.27,6480.04,111.45,10596.24
