date,中国国债收益率10年,中国国债收益率10年-2年
2024-05-07,3.6291,0.555
2024-05-08,3.8202,0.0809
2024-05-09,4.2567,0.4827
2024-05-10,2.6515,0.1737
2024-05-13,3.4872,0.4613
2024-05-14,3.0159,0.4223
2024-05-15,3.0019,0.5611
2024-05-16,3.0067,0.5707
2024-05-17,3.2946,0.4014
2024-05-20,2.0792,0.4203
2024-05-21,3.4577,0.2604
2024-05-22,3.6523,0.379
2024-05-23,2.4563,0.8062
2024-05-24,3.4013,0.3325
2024-05-27,3.3074,0.6609
2024-05-28,3.4208,0.6654
2024-05-29,3.5268,0.119
2024-05-30,2.9187,0.3237
2024-05-31,2.6507,0.8039
2024-06-03,3.3282,0.5262
2024-06-04,3.0461,0.5341
2024-06-05,3.3614,0.2106
2024-06-06,3.8663,0.2273
2024-06-07,3.4148,0.0714
2024-06-10,3.05,0.5842
2024-06-11,2.7899,-0.1514
2024-06-12,3.625,0.7679
2024-06-13,2.94,0.3242
2024-06-14,2.7723,0.5498
2024-06-17,3.0724,0.634
2024-06-18,2.6418,1.0845
2024-06-19,2.958,0.6799
2024-06-20,3.0893,0.8309
2024-06-21,3.6371,0.4274
2024-06-24,3.1683,1.0479
2024-06-25,3.1651,0.2513
2024-06-26,2.3863,0.6849
2024-06-27,3.6405,1.0111
2024-06-28,2.7177,0.7387
2024-07-01,3.8087,0.6882
2024-07-02,2.4645,0.6779
2024-07-03,3.2004,0.739
2024-07-04,2.9225,0.828
2024-07-05,2.973,0.5926
2024-07-08,2.9103,0.8635
2024-07-09,2.7745,0.0847
2024-07-10,3.982,0.4177
2024-07-11,3.3379,0.192
2024-07-12,3.1324,0.4784
2024-07-15,2.4815,0.8864
2024-07-16,3.3439,0.6537
2024-07-17,3.1024,0.6675
2024-07-18,3.1949,0.9512
2024-07-19,3.518,0.6953
2024-07-22,2.6093,0.1404
2024-07-23,2.9629,0.0594
2024-07-24,2.3756,0.1016
2024-07-25,2.6518,0.3104
2024-07-26,3.0222,1.2465
2024-07-29,4.0274,0.3308
2024-07-30,2.8482,0.8003
2024-07-31,3.2133,0.1412
2024-08-01,2.5321,0.7649
2024-08-02,2.8821,0.1645
2024-08-05,3.9613,0.1736
2024-08-06,3.7837,0.3924
2024-08-07,3.3671,0.2989
2024-08-08,2.7251,-0.3404
2024-08-09,4.3745,-0.0193
2024-08-12,2.5175,0.5687
2024-08-13,3.0469,0.4238
2024-08-14,3.189,0.7731
2024-08-15,3.1639,0.1368
2024-08-16,2.7193,0.102
2024-08-19,3.5824,0.5415
2024-08-20,2.2428,0.4497
2024-08-21,3.5733,0.5598
2024-08-22,3.9544,0.6978
2024-08-23,2.9729,0.2632
2024-08-26,3.5746,0.7555
2024-08-27,2.8503,0.8342
2024-08-28,3.4437,0.0294
2024-08-29,2.4627,0.2596
2024-08-30,3.1363,0.7876
2024-09-02,3.8734,1.0726
2024-09-03,3.0144,0.116
2024-09-04,3.733,0.7077
2024-09-05,3.8531,0.5805
2024-09-06,2.9427,0.6031
2024-09-09,3.401,0.9224
2024-09-10,3.0673,0.6017
2024-09-11,3.6062,1.0127
2024-09-12,4.1823,0.7664
2024-09-13,3.6783,0.539
2024-09-16,3.0318,0.4318
2024-09-17,3.5489,0.818
2024-09-18,3.6703,0.3989
2024-09-19,3.5067,0.521
2024-09-20,2.0567,0.3779
2024-09-23,2.7177,0.5188
2024-09-24,3.6839,0.4454
2024-09-25,2.5561,0.7441
2024-09-26,3.9465,0.5626
2024-09-27,3.7932,0.9398
2024-09-30,2.3221,0.4001
2024-10-01,2.9222,0.5828
2024-10-02,3.1617,0.9659
2024-10-03,2.9458,0.2469
2024-10-04,3.2514,0.6137
2024-10-07,3.5632,0.6957
2024-10-08,3.0102,0.9839
2024-10-09,3.2682,0.6768
2024-10-10,2.6951,1.0059
2024-10-11,2.1839,0.4427
2024-10-14,3.2276,-0.2071
2024-10-15,3.6646,0.1514
2024-10-16,3.4499,0.0883
2024-10-17,2.3249,0.6904
2024-10-18,3.2534,0.7697
2024-10-21,3.5899,0.3506
2024-10-22,3.2602,0.3136
2024-10-23,3.9503,0.4134
2024-10-24,2.1946,0.4435
2024-10-25,3.1192,0.4308
2024-10-28,3.3781,-0.1706
2024-10-29,2.7214,0.5727
2024-10-30,3.9315,0.2372
2024-10-31,2.9493,0.8059
2024-11-01,3.3941,0.4045
2024-11-04,2.8906,0.8898
2024-11-05,3.3944,0.7096
2024-11-06,2.874,0.2593
2024-11-07,2.9202,0.2369
2024-11-08,4.1076,0.1851
2024-11-11,2.9426,0.4006
2024-11-12,3.4407,0.2758
2024-11-13,3.5304,0.2891
2024-11-14,3.9058,0.0152
2024-11-15,3.4786,0.6997
2024-11-18,3.7143,0.6238
2024-11-19,3.9573,0.2358
2024-11-20,3.1397,0.7337
2024-11-21,3.5272,0.4534
2024-11-22,2.9206,0.5442
2024-11-25,3.5674,0.7881
2024-11-26,3.4748,0.636
2024-11-27,3.5964,0.583
2024-11-28,3.0377,1.174
2024-11-29,3.0121,-0.0394
2024-12-02,2.934,0.5044
2024-12-03,3.0755,0.3482
2024-12-04,2.7057,0.8516
2024-12-05,3.7717,0.2569
2024-12-06,2.4743,0.5158
2024-12-09,2.6628,0.5584
2024-12-10,3.5702,1.1956
2024-12-11,3.3166,0.7271
2024-12-12,3.6219,0.0377
2024-12-13,3.1412,0.1552
2024-12-16,2.9977,0.1442
2024-12-17,3.0005,0.582
2024-12-18,3.2258,1.1681
2024-12-19,3.7292,0.7315
2024-12-20,3.4671,0.5561
2024-12-23,2.8648,0.253
2024-12-24,2.5575,0.7262
2024-12-25,2.6059,0.3051
2024-12-26,3.6653,0.8242
2024-12-27,3.0351,0.3964
2024-12-30,2.8763,0.075
2024-12-31,3.3097,0.7501
2025-01-01,2.7028,0.086
2025-01-02,3.6278,0.2665
2025-01-03,3.4885,0.4209
2025-01-06,3.6033,0.978
2025-01-07,3.649,-0.1023
2025-01-08,3.1883,0.6067
2025-01-09,2.7315,0.5029
2025-01-10,2.7594,0.3071
2025-01-13,3.4329,0.709
2025-01-14,2.9657,0.3976
2025-01-15,3.3288,0.2953
2025-01-16,3.1661,0.5021
2025-01-17,2.9713,0.4757
2025-01-20,2.9352,0.1949
2025-01-21,3.7364,0.4378
2025-01-22,3.2831,0.8764
2025-01-23,3.5922,0.3617
2025-01-24,3.0236,0.4301
2025-01-27,3.8734,0.7864
2025-01-28,2.7303,0.4064
2025-01-29,2.7746,0.5057
2025-01-30,2.6496,0.9576
2025-01-31,2.9623,-0.4357
2025-02-03,2.6073,0.3121
2025-02-04,3.3895,0.4355
2025-02-05,3.7182,0.8658
2025-02-06,3.4117,0.4966
2025-02-07,2.873,0.9575
2025-02-10,3.5309,0.4958
2025-02-11,3.826,0.1136
2025-02-12,3.7273,0.4699
2025-02-13,3.7894,0.7071
2025-02-14,2.4543,0.8366
2025-02-17,3.046,-0.0236
2025-02-18,3.0014,0.5115
2025-02-19,3.2493,0.6275
2025-02-20,3.3375,0.8251
2025-02-21,3.148,0.5425
2025-02-24,3.5325,0.5947
2025-02-25,3.3135,0.4331
2025-02-26,3.93,0.7234
2025-02-27,3.4373,0.7424
2025-02-28,3.0405,0.5265
2025-03-03,3.5467,0.4904
2025-03-04,2.6545,0.9001
2025-03-05,3.4466,-0.0602
2025-03-06,3.3153,0.232
2025-03-07,3.937,0.431
2025-03-10,2.8139,0.7363
2025-03-11,3.397,0.4731
2025-03-12,3.8665,0.5944
2025-03-13,2.959,0.296
2025-03-14,2.4945,0.8446
2025-03-17,3.7216,0.5032
2025-03-18,3.7087,0.5107
2025-03-19,3.9649,1.2455
2025-03-20,3.7159,1.0055
2025-03-21,2.8533,0.795
2025-03-24,3.3119,0.0558
2025-03-25,3.358,0.2234
2025-03-26,3.477,0.4645
2025-03-27,2.8573,0.5124
2025-03-28,3.0775,0.845
2025-03-31,2.8541,0.5531
2025-04-01,4.2761,0.6702
2025-04-02,3.9337,0.0715
2025-04-03,3.5474,0.3355
2025-04-04,3.2002,0.708
2025-04-07,2.9382,0.7202
2025-04-08,4.0422,1.2345
2025-04-09,3.2905,0.1695
2025-04-10,3.7331,0.7729
2025-04-11,3.4796,1.0246
2025-04-14,3.603,-0.0786
2025-04-15,3.1918,0.9005
2025-04-16,3.694,0.456
2025-04-17,3.7878,0.6625
2025-04-18,2.9688,0.4987
2025-04-21,2.9867,1.028
2025-04-22,2.6582,0.6867
2025-04-23,2.4719,0.759
2025-04-24,3.1413,0.5786
2025-04-25,3.1112,0.3287
2025-04-28,4.3559,1.0458
2025-04-29,3.7355,0.8533
2025-04-30,3.3074,0.2909
2025-05-01,2.5857,0.5565
2025-05-02,3.7723,0.6511
2025-05-05,3.8516,0.275
2025-05-06,3.494,0.7217
2025-05-07,3.4266,0.6021
2025-05-08,2.8745,0.1127
2025-05-09,3.427,0.386
2025-05-12,3.2907,0.3852
2025-05-13,3.2162,0.4216
2025-05-14,3.3343,0.8218
2025-05-15,3.2885,0.9146
2025-05-16,2.7775,-0.0431
2025-05-19,3.5721,0.7704
2025-05-20,2.633,0.8597
2025-05-21,2.5559,0.2621
2025-05-22,3.6291,0.764
2025-05-23,3.2423,0.5346
2025-05-26,3.5897,0.1046
2025-05-27,3.9853,0.9344
2025-05-28,3.3183,0.0883
2025-05-29,2.9671,0.4558
2025-05-30,2.6578,0.5249
2025-06-02,3.8913,-0.0376
2025-06-03,3.2377,0.7159
2025-06-04,4.1055,-0.1175
2025-06-05,3.8308,-0.0297
2025-06-06,2.8813,0.6912
2025-06-09,3.3837,0.7013
2025-06-10,3.1198,0.5307
2025-06-11,3.5633,0.7751
2025-06-12,2.8221,0.291
2025-06-13,2.7272,0.1075
2025-06-16,2.4362,-0.1114
2025-06-17,2.7474,0.2609
2025-06-18,2.1405,0.4172
2025-06-19,2.7206,0.3243
2025-06-20,3.213,0.8042
2025-06-23,2.6592,0.2579
2025-06-24,3.4297,0.6955
2025-06-25,3.2863,-0.0089
2025-06-26,2.7906,0.1929
2025-06-27,2.8396,0.7306
2025-06-30,2.6475,0.7999
2025-07-01,3.4209,0.5116
2025-07-02,2.7558,0.488
2025-07-03,3.8092,0.4653
2025-07-04,3.4833,0.168
2025-07-07,3.1567,0.0976
2025-07-08,3.1555,0.765
2025-07-09,4.1932,0.2191
2025-07-10,2.3043,0.4159
2025-07-11,3.6413,0.4883
2025-07-14,3.1287,-0.1936
2025-07-15,3.3546,0.3
2025-07-16,2.135,1.4883
2025-07-17,3.7811,0.5258
2025-07-18,3.3957,0.6751
2025-07-21,3.6436,0.2094
2025-07-22,2.8442,0.2122
2025-07-23,3.2388,0.5062
2025-07-24,3.5482,0.2397
2025-07-25,3.8727,0.3802
2025-07-28,2.9122,0.5418
2025-07-29,4.0464,0.2236
2025-07-30,3.7015,0.1439
2025-07-31,3.0394,0.217
2025-08-01,3.3973,0.2344
2025-08-04,3.8152,0.8106
2025-08-05,3.5003,0.8096
2025-08-06,4.1036,0.5313
2025-08-07,2.7779,0.3825
2025-08-08,3.5989,0.4885
2025-08-11,3.4649,0.4879
2025-08-12,4.4868,0.2013
2025-08-13,2.5715,0.1771
2025-08-14,2.7925,0.1468
2025-08-15,2.5983,0.1319
2025-08-18,3.1179,0.6908
2025-08-19,3.7806,0.6262
2025-08-20,4.2679,0.9665
2025-08-21,2.7853,0.1896
2025-08-22,3.3467,0.7653
2025-08-25,2.471,1.3229
2025-08-26,3.802,0.2986
2025-08-27,3.674,0.361
2025-08-28,4.0222,-0.1549
2025-08-29,3.4715,0.3447
